#Distancia emision (mm) 	 Distancia captura desde emision 	 Distancia captura en detector (mm)
2.8882888	7.7047705	10.5930593
2.9082908	8.4128413	11.3211321
3.5843584	9.6529653	13.2373237
2.8602860	7.9847985	10.8450845
0.0600060	10.6930693	10.7530753
2.1882188	9.2449245	11.4331433
4.2764276	8.0048005	12.2812281
1.8961896	8.7608761	10.6570657
2.2682268	5.5245525	7.7927793
4.6764676	6.2526253	10.9290929
0.8800880	9.7369737	10.6170617
4.9324932	6.0246025	10.9570957
1.5281528	9.1929193	10.7210721
0.5920592	10.3690369	10.9610961
0.4120412	10.7290729	11.1411141
1.9801980	10.8370837	12.8172817
2.6882688	8.0928093	10.7810781
4.3004300	6.3326333	10.6330633
4.4524452	6.3286329	10.7810781
3.8403840	6.8806881	10.7210721
0.8280828	0.5720572	1.4001400
4.3804380	6.6526653	11.0331033
1.2921292	10.6050605	11.8971897
4.1364136	7.0847085	11.2211221
3.9843984	6.5966597	10.5810581
3.6163616	7.1607161	10.7770777
3.3483348	7.2567257	10.6050605
1.7281728	9.2289229	10.9570957
0.5680568	10.1970197	10.7650765
2.5362536	7.9647965	10.5010501
0.5280528	10.0730073	10.6010601
1.5081508	9.6929693	11.2011201
2.9322932	8.6928693	11.6251625
0.4880488	10.1490149	10.6370637
4.3364336	6.9406941	11.2771277
1.9121912	8.6888689	10.6010601
4.3924392	6.2406241	10.6330633
3.7323732	7.3527353	11.0851085
3.6603660	7.9487949	11.6091609
0.3240324	10.3010301	10.6250625
2.5642564	8.0008001	10.5650565
2.8522852	7.8207821	10.6730673
1.0601060	3.5003500	4.5604560
4.8604860	5.9885989	10.8490849
1.7441744	9.1369137	10.8810881
4.3844384	6.2166217	10.6010601
3.6363636	7.4287429	11.0651065
1.1081108	9.6849685	10.7930793
4.7684768	5.8445845	10.6130613
1.7841784	8.7688769	10.5530553
2.3162316	8.3128313	10.6290629
2.8642864	7.7567757	10.6210621
1.9881988	8.9408941	10.9290929
0.5840584	3.2523252	3.8363836
2.4962496	8.0568057	10.5530553
1.6241624	8.8768877	10.5010501
0.8640864	9.7009701	10.5650565
3.6323632	7.4887489	11.1211121
3.3483348	7.2007201	10.5490549
4.5084508	6.6406641	11.1491149
1.1561156	9.8129813	10.9690969
1.0161016	11.0331033	12.0492049
0.5200520	3.1603160	3.6803680
3.5763576	6.9766977	10.5530553
3.7763776	6.8486849	10.6250625
0.2560256	4.1564156	4.4124412
0.9360936	9.5809581	10.5170517
1.8081808	9.1449145	10.9530953
3.3443344	7.3567357	10.7010701
1.2001200	9.5569557	10.7570757
4.4004400	7.2807281	11.6811681
0.2720272	1.1041104	1.3761376
3.6963696	7.5567557	11.2531253
0.5400540	11.4491449	11.9891989
3.1203120	8.2448245	11.3651365
1.6041604	9.1969197	10.8010801
3.8283828	6.7806781	10.6090609
4.3644364	6.9686969	11.3331333
0.8320832	11.2931293	12.1252125
4.7004700	0.0560056	4.7564756
3.3723372	7.1407141	10.5130513
2.0242024	8.8448845	10.8690869
1.9641964	10.0170017	11.9811981
1.0681068	11.6371637	12.7052705
3.0563056	7.5687569	10.6250625
4.2044204	7.3927393	11.5971597
0.6840684	9.8609861	10.5450545
3.3323332	7.2207221	10.5530553
3.9803980	6.9926993	10.9730973
0.0400040	7.8127813	7.8527853
1.9081908	9.3209321	11.2291229
3.0163016	7.8247825	10.8410841
3.0443044	7.7647765	10.8090809
2.8842884	7.7527753	10.6370637
0.1840184	11.7731773	11.9571957
1.8961896	8.7528753	10.6490649
2.2162216	8.3568357	10.5730573
2.6162616	8.5368537	11.1531153
0.8080808	10.1770177	10.9850985
3.3323332	9.2769277	12.6092609
1.9201920	9.6089609	11.5291529
2.8802880	8.5448545	11.4251425
2.6122612	8.0008001	10.6130613
3.5243524	7.3207321	10.8450845
0.1400140	10.4290429	10.5690569
4.4764476	6.2046205	10.6810681
2.8762876	7.6327633	10.5090509
1.2161216	10.2050205	11.4211421
1.2921292	10.8810881	12.1732173
0.7440744	11.4371437	12.1812181
2.8402840	8.7688769	11.6091609
3.3083308	7.4207421	10.7290729
4.3164316	3.6563656	7.9727973
3.6803680	6.9886989	10.6690669
1.8481848	8.6968697	10.5450545
4.0204020	7.1687169	11.1891189
2.5162516	0.7720772	3.2883288
4.7764776	3.1603160	7.9367937
4.2124212	7.2447245	11.4571457
0.3160316	10.4010401	10.7170717
4.3244324	0.2880288	4.6124612
4.1004100	8.1848185	12.2852285
4.8964896	6.5446545	11.4411441
0.7600760	9.8289829	10.5890589
2.9882988	1.8641864	4.8524852
0.9600960	10.4450445	11.4051405
0.5000500	11.8091809	12.3092309
1.7481748	9.8369837	11.5851585
4.9484948	6.0486049	10.9970997
2.3802380	8.6648665	11.0451045
4.0244024	6.5686569	10.5930593
1.8881888	9.2729273	11.1611161
1.9961996	10.2850285	12.2812281
4.8404840	3.1443144	7.9847985
0.5120512	11.5491549	12.0612061
2.2922292	8.4448445	10.7370737
3.9643964	7.1647165	11.1291129
4.4604460	7.1287129	11.5891589
3.5243524	0.3040304	3.8283828
2.4042404	8.2408241	10.6450645
1.5641564	9.5569557	11.1211121
2.3242324	8.5888589	10.9130913
0.2200220	2.5482548	2.7682768
2.7122712	7.8727873	10.5850585
4.2524252	6.5406541	10.7930793
1.4201420	9.4169417	10.8370837
4.5164516	3.2563256	7.7727773
2.0962096	8.6528653	10.7490749
0.4360436	3.8323832	4.2684268
4.2084208	6.3966397	10.6050605
2.7362736	0.5120512	3.2483248
4.3084308	8.3768377	12.6852685
0.7040704	10.0450045	10.7490749
3.1883188	7.7207721	10.9090909
2.1722172	8.7688769	10.9410941
0.0440044	10.5410541	10.5850585
4.6484648	6.2246225	10.8730873
0.0800080	11.2931293	11.3731373
0.7600760	3.1563156	3.9163916
3.7003700	6.8846885	10.5850585
4.7284728	6.0166017	10.7450745
4.9484948	5.6125613	10.5610561
3.9483948	4.2564256	8.2048205
1.9201920	9.0329033	10.9530953
0.3600360	10.3810381	10.7410741
4.2644264	6.5766577	10.8410841
3.2123212	7.4367437	10.6490649
1.3881388	9.7129713	11.1011101
3.6923692	7.0607061	10.7530753
0.9240924	9.6489649	10.5730573
1.6521652	10.0290029	11.6811681
1.4281428	2.8282828	4.2564256
4.6004600	6.3166317	10.9170917
1.8841884	9.2169217	11.1011101
2.1802180	8.8728873	11.0531053
1.1761176	1.9161916	3.0923092
0.5760576	10.2930293	10.8690869
1.5641564	6.3206321	7.8847885
1.8481848	9.0889089	10.9370937
0.0080008	4.6124612	4.6204620
3.4403440	7.4367437	10.8770877
4.0764076	9.4809481	13.5573557
0.3040304	10.6450645	10.9490949
1.2521252	9.5089509	10.7610761
3.6403640	7.5047505	11.1451145
0.5640564	10.2770277	10.8410841
1.0921092	7.0767077	8.1688169
0.5600560	1.4041404	1.9641964
4.0604060	6.8686869	10.9290929
1.4161416	9.7449745	11.1611161
1.6601660	9.3169317	10.9770977
2.9802980	8.6968697	11.6771677
2.4842484	8.1048105	10.5890589
2.8122812	9.2449245	12.0572057
4.7524752	7.0287029	11.7811781
4.7524752	5.8885889	10.6410641
0.8120812	11.2771277	12.0892089
2.5242524	8.2808281	10.8050805
2.5002500	8.3808381	10.8810881
3.0363036	7.4807481	10.5170517
4.2324232	6.5686569	10.8010801
4.0364036	7.0687069	11.1051105
0.7080708	10.1650165	10.8730873
3.5763576	7.0927093	10.6690669
1.8961896	8.8448845	10.7410741
2.4442444	8.0728073	10.5170517
0.9760976	9.8009801	10.7770777
3.2163216	1.6841684	4.9004900
0.9080908	9.6169617	10.5250525
0.5560556	10.4330433	10.9890989
0.4520452	2.8642864	3.3163316
0.5720572	10.8850885	11.4571457
4.5444544	7.0527053	11.5971597
1.0801080	11.2291229	12.3092309
4.5484548	7.8927893	12.4412441
0.2840284	2.7442744	3.0283028
1.2081208	6.7726773	7.9807981
2.4442444	2.4522452	4.8964896
1.1921192	1.3361336	2.5282528
3.2203220	8.4048405	11.6251625
4.6684668	0.0800080	4.7484748
3.9843984	7.1407141	11.1251125
2.9602960	5.2445245	8.2048205
0.3800380	10.8610861	11.2411241
1.1041104	10.4530453	11.5571557
2.6282628	8.0688069	10.6970697
0.1560156	10.6130613	10.7690769
3.9363936	7.1647165	11.1011101
1.3401340	9.4009401	10.7410741
0.8800880	9.7289729	10.6090609
4.5804580	6.8406841	11.4211421
4.6404640	6.0766077	10.7170717
3.5443544	1.0921092	4.6364636
4.9564956	5.8565857	10.8130813
0.5640564	10.3090309	10.8730873
0.0480048	11.2131213	11.2611261
1.7721772	1.8081808	3.5803580
1.6721672	12.1972197	13.8693869
3.6483648	7.8087809	11.4571457
3.1923192	8.2168217	11.4091409
3.0443044	8.3288329	11.3731373
1.0361036	9.6609661	10.6970697
4.3684368	6.3086309	10.6770677
1.0841084	9.9969997	11.0811081
0.3080308	10.8290829	11.1371137
3.3683368	0.0720072	3.4403440
2.0082008	8.8608861	10.8690869
3.8683868	7.0967097	10.9650965
2.4562456	8.4888489	10.9450945
3.3523352	8.6008601	11.9531953
0.4520452	7.6727673	8.1248125
1.2681268	9.5169517	10.7850785
1.7081708	10.2530253	11.9611961
4.0324032	4.1844184	8.2168217
3.1363136	8.0448045	11.1811181
0.5960596	3.4683468	4.0644064
1.0161016	1.7841784	2.8002800
3.2763276	7.5767577	10.8530853
3.2043204	0.7760776	3.9803980
2.2002200	9.4089409	11.6091609
4.2284228	0.6720672	4.9004900
0.1320132	10.7810781	10.9130913
0.3960396	11.1971197	11.5931593
0.9040904	11.4651465	12.3692369
4.9444944	5.8325833	10.7770777
4.0284028	1.4641464	5.4925493
0.7840784	9.7289729	10.5130513
1.4481448	9.1089109	10.5570557
4.4484448	6.2926293	10.7410741
3.7283728	7.3247325	11.0531053
1.4161416	9.2809281	10.6970697
4.1084108	0.7840784	4.8924892
0.3520352	10.6090609	10.9610961
3.1203120	9.0689069	12.1892189
2.1162116	1.5961596	3.7123712
1.9521952	9.3089309	11.2611261
3.1083108	8.7408741	11.8491849
1.4041404	9.1209121	10.5250525
3.4523452	7.2007201	10.6530653
4.7364736	7.1407141	11.8771877
1.7961796	10.2650265	12.0612061
3.0363036	7.4647465	10.5010501
4.0364036	6.8886889	10.9250925
4.6844684	6.1806181	10.8650865
3.9723972	7.5447545	11.5171517
2.5842584	9.8769877	12.4612461
2.5602560	8.5168517	11.0771077
2.8442844	8.2888289	11.1331133
2.9882988	7.8407841	10.8290829
1.2601260	10.0130013	11.2731273
3.8963896	6.9966997	10.8930893
2.6722672	8.3128313	10.9850985
1.9361936	9.2249225	11.1611161
1.3001300	9.4449445	10.7450745
1.7801780	8.7488749	10.5290529
4.2444244	6.5886589	10.8330833
0.4040404	10.7650765	11.1691169
0.5840584	2.6002600	3.1843184
2.9682968	7.5687569	10.5370537
2.8082808	8.2088209	11.0171017
3.5843584	7.7567757	11.3411341
3.6163616	7.2407241	10.8570857
3.0923092	7.4367437	10.5290529
1.2321232	9.3609361	10.5930593
3.9683968	7.0887089	11.0571057
3.9883988	7.3087309	11.2971297
2.3842384	8.5368537	10.9210921
3.3523352	7.4287429	10.7810781
3.2243224	7.9007901	11.1251125
4.8684868	6.3966397	11.2651265
3.1483148	7.3887389	10.5370537
1.0201020	4.1724172	5.1925193
0.2280228	10.5090509	10.7370737
2.0042004	2.0202020	4.0244024
2.6722672	0.1760176	2.8482848
3.5883588	8.3608361	11.9491949
0.0240024	10.9610961	10.9850985
1.8081808	9.8129813	11.6211621
1.5801580	9.1729173	10.7530753
4.1684168	6.6046605	10.7730773
0.9640964	12.9892989	13.9533953
0.1080108	1.8561856	1.9641964
3.3483348	7.2527253	10.6010601
2.6962696	7.9047905	10.6010601
1.0881088	2.9522952	4.0404040
1.5041504	0.8360836	2.3402340
1.8961896	6.3166317	8.2128213
4.2684268	7.3647365	11.6331633
4.4284428	7.1447145	11.5731573
2.7562756	9.0489049	11.8051805
4.8924892	6.2166217	11.1091109
3.0443044	8.0128013	11.0571057
2.4682468	9.1049105	11.5731573
1.7241724	9.1049105	10.8290829
4.2164216	7.6927693	11.9091909
4.2524252	7.5047505	11.7571757
4.6604660	3.1523152	7.8127813
1.1401140	0.4320432	1.5721572
1.1481148	9.9129913	11.0611061
2.4482448	8.2048205	10.6530653
1.5001500	9.0969097	10.5970597
4.1564156	6.8166817	10.9730973
3.2523252	0.0480048	3.3003300
1.9721972	9.0089009	10.9810981
2.7762776	0.1640164	2.9402940
4.4204420	6.6206621	11.0411041
0.3120312	4.5284528	4.8404840
4.9764976	5.5445545	10.5210521
1.7801780	8.7328733	10.5130513
1.7481748	6.1806181	7.9287929
0.3920392	0.9840984	1.3761376
1.3081308	1.0681068	2.3762376
1.5881588	9.1129113	10.7010701
4.9684968	5.7405741	10.7090709
3.5123512	7.7967797	11.3091309
3.2723272	8.1848185	11.4571457
1.7241724	9.2809281	11.0051005
1.3041304	9.4449445	10.7490749
0.5000500	10.8370837	11.3371337
4.5444544	7.4407441	11.9851985
0.6240624	10.0090009	10.6330633
3.8923892	6.6886689	10.5810581
2.4562456	8.1328133	10.5890589
2.5642564	9.5609561	12.1252125
3.3923392	1.1241124	4.5164516
1.2481248	9.2529253	10.5010501
2.1522152	8.4848485	10.6370637
4.9364936	6.1326133	11.0691069
2.9042904	7.9207921	10.8250825
1.8761876	0.3720372	2.2482248
0.6240624	1.7761776	2.4002400
1.3601360	10.0170017	11.3771377
2.4802480	8.0848085	10.5650565
0.2440244	10.5610561	10.8050805
3.5643564	6.9926993	10.5570557
4.8364836	6.1486149	10.9850985
3.4203420	7.2447245	10.6650665
2.4322432	8.1968197	10.6290629
4.5284528	6.5406541	11.0691069
0.2920292	3.3083308	3.6003600
3.2563256	7.3967397	10.6530653
0.2880288	10.3290329	10.6170617
2.7362736	8.2928293	11.0291029
1.0481048	1.0241024	2.0722072
3.0323032	8.5568557	11.5891589
4.0564056	6.9846985	11.0411041
1.0641064	10.1570157	11.2211221
0.7000700	9.9489949	10.6490649
0.2480248	3.9643964	4.2124212
4.3844384	6.3086309	10.6930693
0.9840984	11.2171217	12.2012201
3.8523852	6.8246825	10.6770677
2.5762576	8.4728473	11.0491049
2.3802380	9.6329633	12.0132013
4.4924492	6.0086009	10.5010501
1.1001100	2.6242624	3.7243724
1.4601460	9.3329333	10.7930793
1.2681268	10.3850385	11.6531653
4.1564156	7.4807481	11.6371637
3.6043604	8.9968997	12.6012601
3.7283728	7.0247025	10.7530753
4.3164316	6.5726573	10.8890889
2.2642264	8.3568357	10.6210621
1.7121712	6.2406241	7.9527953
4.4004400	6.1846185	10.5850585
3.2523252	9.3649365	12.6172617
0.1680168	4.3844384	4.5524552
2.7282728	8.0128013	10.7410741
0.2440244	2.1642164	2.4082408
2.4042404	8.6888689	11.0931093
2.6122612	9.4369437	12.0492049
3.7043704	7.0407041	10.7450745
0.2840284	11.0331033	11.3171317
2.6922692	7.9687969	10.6610661
0.7520752	2.1522152	2.9042904
0.6560656	3.1123112	3.7683768
0.5400540	10.1570157	10.6970697
3.1843184	8.4448445	11.6291629
0.6200620	10.1690169	10.7890789
1.0801080	10.1290129	11.2091209
1.5801580	2.9242924	4.5044504
2.1842184	9.1889189	11.3731373
0.0600060	0.3520352	0.4120412
2.0482048	9.0449045	11.0931093
3.4283428	7.1567157	10.5850585
1.6161616	9.8809881	11.4971497
0.4600460	10.1210121	10.5810581
4.7804780	6.0806081	10.8610861
2.4482448	8.0688069	10.5170517
3.1523152	8.9048905	12.0572057
2.3002300	8.8888889	11.1891189
1.2401240	9.4169417	10.6570657
2.6562656	9.0049005	11.6611661
4.3364336	6.3166317	10.6530653
3.9123912	6.9806981	10.8930893
0.5040504	10.0170017	10.5210521
4.3444344	6.1726173	10.5170517
3.8483848	6.9686969	10.8170817
2.3642364	8.3808381	10.7450745
3.8643864	7.4247425	11.2891289
4.9364936	5.6125613	10.5490549
0.7160716	0.8960896	1.6121612
4.3204320	6.6606661	10.9810981
0.2760276	10.8410841	11.1171117
0.6120612	10.4250425	11.0371037
1.4001400	9.9769977	11.3771377
2.3402340	2.2202220	4.5604560
3.2523252	7.7687769	11.0211021
4.7244724	6.1846185	10.9090909
1.2521252	1.9121912	3.1643164
3.9363936	7.0007001	10.9370937
0.3760376	2.0602060	2.4362436
0.8440844	9.6769677	10.5210521
1.2241224	10.1290129	11.3531353
0.0480048	10.4890489	10.5370537
4.5644564	6.3446345	10.9090909
2.3042304	2.1242124	4.4284428
4.3124312	7.3007301	11.6131613
3.4403440	7.6527653	11.0931093
2.8162816	1.3401340	4.1564156
2.5442544	8.5928593	11.1371137
1.2161216	2.0762076	3.2923292
0.1880188	10.9850985	11.1731173
4.7084708	5.9165917	10.6250625
0.2480248	10.3130313	10.5610561
3.6963696	7.0207021	10.7170717
1.4321432	9.5969597	11.0291029
3.9043904	7.1967197	11.1011101
1.9201920	8.8528853	10.7730773
2.0442044	9.6769677	11.7211721
0.2600260	10.2970297	10.5570557
0.8720872	9.6569657	10.5290529
0.4400440	10.0690069	10.5090509
2.0082008	2.0042004	4.0124012
1.9681968	1.7401740	3.7083708
3.9003900	6.7326733	10.6330633
3.5083508	7.5447545	11.0531053
2.8802880	8.3728373	11.2531253
0.0920092	4.2644264	4.3564356
0.3640364	4.1404140	4.5044504
0.4200420	10.4530453	10.8730873
1.7841784	8.8488849	10.6330633
3.6443644	7.6607661	11.3051305
3.4523452	0.8520852	4.3044304
0.2960296	4.0004000	4.2964296
0.7600760	10.5170517	11.2771277
1.8761876	6.2246225	8.1008101
0.4240424	11.0691069	11.4931493
1.4441444	9.4809481	10.9250925
4.5404540	6.0086009	10.5490549
3.9203920	6.6806681	10.6010601
0.8840884	0.0560056	0.9400940
1.5161516	2.8722872	4.3884388
1.2361236	9.8249825	11.0611061
4.8884888	5.7925793	10.6810681
4.3564356	6.6566657	11.0131013
3.2163216	7.3367337	10.5530553
0.8280828	10.9290929	11.7571757
2.7722772	8.3768377	11.1491149
4.4044404	3.4643464	7.8687869
1.4001400	2.2762276	3.6763676
1.9361936	0.6320632	2.5682568
0.2000200	1.5881588	1.7881788
0.8240824	9.8009801	10.6250625
1.7481748	0.0800080	1.8281828
1.1001100	3.5163516	4.6164616
1.2841284	10.3090309	11.5931593
1.8801880	9.7169717	11.5971597
2.2082208	9.5009501	11.7091709
4.0684068	7.1487149	11.2171217
3.0443044	5.1685169	8.2128213
2.9602960	9.0249025	11.9851985
4.9084908	6.5206521	11.4291429
2.7882788	8.3288329	11.1171117
4.1364136	6.8246825	10.9610961
2.5042504	8.1568157	10.6610661
0.4600460	3.9523952	4.4124412
3.0963096	7.6047605	10.7010701
4.2404240	6.7486749	10.9890989
1.5521552	9.0209021	10.5730573
0.1920192	10.4530453	10.6450645
3.7283728	4.2444244	7.9727973
1.0361036	9.6889689	10.7250725
2.9522952	8.1048105	11.0571057
3.3203320	10.2050205	13.5253525
1.5921592	9.4249425	11.0171017
3.2243224	4.8044804	8.0288029
3.0683068	9.9249925	12.9932993
4.0444044	6.4646465	10.5090509
4.6044604	6.2766277	10.8810881
0.2720272	12.5292529	12.8012801
3.2083208	7.9687969	11.1771177
1.8121812	9.9169917	11.7291729
3.3163316	1.4681468	4.7844784
3.4523452	0.7840784	4.2364236
4.5084508	6.1646165	10.6730673
0.2120212	10.4130413	10.6250625
2.6722672	7.9487949	10.6210621
1.8321832	8.9568957	10.7890789
2.9882988	0.6160616	3.6043604
1.9201920	10.3250325	12.2452245
4.8204820	3.3603360	8.1808181
4.4044404	7.0407041	11.4451445
2.9682968	7.8847885	10.8530853
2.8482848	1.2801280	4.1284128
4.2444244	6.5206521	10.7650765
4.3564356	3.5803580	7.9367937
0.2640264	2.5802580	2.8442844
0.8440844	1.3481348	2.1922192
2.6682668	8.4368437	11.1051105
3.7363736	6.7686769	10.5050505
3.5443544	7.3767377	10.9210921
3.2923292	7.9807981	11.2731273
2.2962296	8.4288429	10.7250725
1.6921692	9.6249625	11.3171317
0.4360436	10.1410141	10.5770577
1.9481948	9.1009101	11.0491049
4.4404440	7.2247225	11.6651665
0.6160616	9.9169917	10.5330533
2.7202720	8.7968797	11.5171517
1.4081408	1.9561956	3.3643364
2.9482948	0.3040304	3.2523252
0.2680268	10.5170517	10.7850785
3.7723772	6.7686769	10.5410541
4.1924192	6.5326533	10.7250725
3.6083608	7.2047205	10.8130813
3.8683868	6.8486849	10.7170717
0.7480748	1.6521652	2.4002400
2.4882488	8.4528453	10.9410941
0.8640864	1.8961896	2.7602760
2.3002300	2.6122612	4.9124912
0.3080308	10.8050805	11.1131113
0.2440244	11.4651465	11.7091709
1.3441344	9.5369537	10.8810881
2.5442544	8.9448945	11.4891489
0.2000200	10.3850385	10.5850585
0.2720272	2.9762976	3.2483248
4.0084008	7.2007201	11.2091209
0.2800280	13.2933293	13.5733573
3.3323332	7.7047705	11.0371037
4.3644364	6.4566457	10.8210821
1.3841384	0.9720972	2.3562356
3.9923992	6.5686569	10.5610561
2.5562556	8.3088309	10.8650865
2.3402340	1.3001300	3.6403640
0.9360936	2.2522252	3.1883188
0.1360136	10.5530553	10.6890689
1.9641964	8.9208921	10.8850885
4.7404740	5.7765777	10.5170517
1.4721472	9.2889289	10.7610761
0.6680668	2.6522652	3.3203320
3.3883388	7.3167317	10.7050705
3.9643964	7.6367637	11.6011601
0.3000300	10.2850285	10.5850585
3.8403840	6.9126913	10.7530753
0.5480548	10.7290729	11.2771277
4.0844084	7.4127413	11.4971497
3.4043404	7.4767477	10.8810881
4.0204020	7.5407541	11.5611561
2.4962496	9.5329533	12.0292029
1.4241424	1.9441944	3.3683368
1.1081108	10.2730273	11.3811381
4.2164216	6.3046305	10.5210521
4.3524352	3.8643864	8.2168217
1.3641364	9.5489549	10.9130913
1.1721172	9.9609961	11.1331133
2.8922892	8.1848185	11.0771077
3.4803480	7.2207221	10.7010701
0.2880288	10.8010801	11.0891089
1.5961596	2.9922992	4.5884588
3.8523852	6.6806681	10.5330533
0.9080908	9.7249725	10.6330633
3.2523252	0.6880688	3.9403940
1.2281228	10.1050105	11.3331333
3.3483348	7.8887889	11.2371237
3.7243724	7.0527053	10.7770777
0.3400340	10.5930593	10.9330933
1.4801480	9.3769377	10.8570857
4.2124212	0.0280028	4.2404240
0.0440044	10.4850485	10.5290529
0.6640664	10.1490149	10.8130813
1.3041304	0.8880888	2.1922192
0.9480948	1.8441844	2.7922792
1.7721772	9.9129913	11.6851685
2.9362936	8.3928393	11.3291329
2.6402640	7.8647865	10.5050505
2.4842484	2.3402340	4.8244824
2.3442344	8.4088409	10.7530753
4.2924292	8.4368437	12.7292729
3.6443644	6.8966897	10.5410541
0.9600960	10.2210221	11.1811181
4.5524552	7.3007301	11.8531853
3.3443344	8.0848085	11.4291429
1.5401540	9.2929293	10.8330833
1.9921992	9.1089109	11.1011101
0.6960696	2.6202620	3.3163316
2.8722872	9.3929393	12.2652265
1.0041004	11.8931893	12.8972897
4.3244324	6.1926193	10.5170517
3.0683068	8.9728973	12.0412041
0.7920792	0.7040704	1.4961496
3.9723972	0.0040004	3.9763976
2.2802280	1.3921392	3.6723672
2.7802780	7.8487849	10.6290629
1.3241324	2.5242524	3.8483848
1.2321232	3.8243824	5.0565057
1.0561056	9.6769677	10.7330733
2.3282328	0.4000400	2.7282728
3.4963496	8.2168217	11.7131713
1.9561956	8.7128713	10.6690669
1.3601360	9.4009401	10.7610761
3.1683168	7.7207721	10.8890889
0.0160016	10.6930693	10.7090709
3.3603360	8.0128013	11.3731373
3.6763676	7.4447445	11.1211121
2.9962996	1.1841184	4.1804180
4.6604660	6.3086309	10.9690969
3.0923092	7.4967497	10.5890589
1.1121112	9.5969597	10.7090709
1.1401140	9.5609561	10.7010701
2.2642264	9.0489049	11.3131313
2.4162416	8.1688169	10.5850585
2.8642864	0.8640864	3.7283728
4.6484648	6.4726473	11.1211121
1.3481348	9.5249525	10.8730873
0.7640764	9.9729973	10.7370737
2.0442044	8.7648765	10.8090809
3.0403040	7.8327833	10.8730873
1.3121312	9.9289929	11.2411241
1.2641264	9.5929593	10.8570857
3.4323432	0.9400940	4.3724372
2.5922592	8.1488149	10.7410741
2.7082708	8.8808881	11.5891589
2.9242924	7.8127813	10.7370737
3.9283928	6.6086609	10.5370537
2.1402140	8.4048405	10.5450545
0.1200120	10.9730973	11.0931093
0.2800280	1.2121212	1.4921492
3.5603560	0.6840684	4.2444244
0.8920892	9.8769877	10.7690769
0.3520352	14.3694369	14.7214721
3.1163116	8.1448145	11.2611261
0.1520152	3.8843884	4.0364036
1.7721772	6.2086209	7.9807981
4.6364636	7.2407241	11.8771877
2.1842184	8.3648365	10.5490549
3.4083408	1.1761176	4.5844584
2.6722672	1.7401740	4.4124412
4.6644664	6.0966097	10.7610761
1.2681268	9.7209721	10.9890989
2.6722672	8.0728073	10.7450745
3.7443744	0.5840584	4.3284328
4.2324232	6.8086809	11.0411041
1.3521352	11.6211621	12.9732973
4.6604660	6.3246325	10.9850985
2.7962796	8.0408041	10.8370837
2.8602860	7.7007701	10.5610561
2.5802580	8.4688469	11.0491049
2.4282428	9.4649465	11.8931893
4.2764276	6.5806581	10.8570857
2.7202720	8.5968597	11.3171317
4.3884388	6.4046405	10.7930793
1.4681468	9.8089809	11.2771277
4.1764176	7.0167017	11.1931193
1.2681268	9.3849385	10.6530653
2.2162216	9.1369137	11.3531353
1.2801280	9.5569557	10.8370837
4.8204820	5.7965797	10.6170617
3.7923792	7.1927193	10.9850985
0.3360336	12.4532453	12.7892789
4.1044104	7.1007101	11.2051205
3.5803580	1.2681268	4.8484848
3.0243024	7.6447645	10.6690669
3.1523152	8.1448145	11.2971297
4.0284028	7.2047205	11.2331233
2.9282928	8.8408841	11.7691769
2.2242224	8.6568657	10.8810881
2.5922592	1.5441544	4.1364136
2.6362636	1.0521052	3.6883688
3.6843684	7.4567457	11.1411141
0.1320132	0.0480048	0.1800180
1.0241024	10.1250125	11.1491149
2.6642664	10.1490149	12.8132813
3.7483748	7.3647365	11.1131113
1.0001000	10.6690669	11.6691669
0.8920892	6.9606961	7.8527853
0.4280428	10.1290129	10.5570557
3.2403240	8.3688369	11.6091609
2.1642164	8.6968697	10.8610861
0.4360436	10.2850285	10.7210721
0.2840284	7.4727473	7.7567757
4.9724972	7.1047105	12.0772077
2.3322332	8.3448345	10.6770677
4.8964896	5.8365837	10.7330733
1.3601360	2.7002700	4.0604060
2.0802080	8.5208521	10.6010601
4.2284228	0.0720072	4.3004300
3.5563556	7.4967497	11.0531053
2.2402240	9.1169117	11.3571357
1.4161416	0.5240524	1.9401940
2.4602460	8.5408541	11.0011001
0.6240624	11.6411641	12.2652265
3.4683468	7.2167217	10.6850685
2.9322932	7.7967797	10.7290729
3.7563756	8.1648165	11.9211921
0.8320832	9.7049705	10.5370537
1.1201120	0.7200720	1.8401840
0.8760876	10.1650165	11.0411041
4.7924792	8.1248125	12.9172917
4.1164116	6.5406541	10.6570657
4.3724372	6.1406141	10.5130513
4.4004400	6.4046405	10.8050805
4.7324732	6.6726673	11.4051405
1.8401840	9.3249325	11.1651165
1.5601560	9.0649065	10.6250625
3.3523352	7.6367637	10.9890989
2.2642264	9.3729373	11.6371637
2.0802080	8.9488949	11.0291029
0.2280228	11.0531053	11.2811281
0.3760376	10.1330133	10.5090509
1.1361136	11.7051705	12.8412841
1.9201920	9.3529353	11.2731273
3.5523552	7.0647065	10.6170617
0.8200820	0.7320732	1.5521552
2.6282628	8.0008001	10.6290629
3.7523752	0.3960396	4.1484148
3.1283128	8.2248225	11.3531353
2.9882988	7.5527553	10.5410541
1.1081108	9.6169617	10.7250725
2.9042904	10.7250725	13.6293629
4.9204920	5.8405841	10.7610761
3.3083308	7.4527453	10.7610761
1.9841984	10.2090209	12.1932193
3.6403640	7.7487749	11.3891389
4.6084608	6.1486149	10.7570757
