#Valores de X 	 AbsorptionProbability
10.4570457	0.6929651
10.4610461	0.6929651
10.4650465	0.6929650
10.4690469	0.6929649
10.4730473	0.6929649
10.4770477	0.6929648
10.4810481	0.6929647
10.4850485	0.6929646
10.4890489	0.6929646
10.4930493	0.6929645
10.4970497	0.6929644
10.5010501	0.6880635
10.5050505	0.6831972
10.5090509	0.6783653
10.5130513	0.6735676
10.5170517	0.6688038
10.5210521	0.6640737
10.5250525	0.6593771
10.5290529	0.6547136
10.5330533	0.6500832
10.5370537	0.6454855
10.5410541	0.6409204
10.5450545	0.6363875
10.5490549	0.6318866
10.5530553	0.6274176
10.5570557	0.6229803
10.5610561	0.6185743
10.5650565	0.6141994
10.5690569	0.6098555
10.5730573	0.6055423
10.5770577	0.6012597
10.5810581	0.5970073
10.5850585	0.5927850
10.5890589	0.5885925
10.5930593	0.5844297
10.5970597	0.5802964
10.6010601	0.5761922
10.6050605	0.5721171
10.6090609	0.5680709
10.6130613	0.5640532
10.6170617	0.5600640
10.6210621	0.5561029
10.6250625	0.5521699
10.6290629	0.5482647
10.6330633	0.5443871
10.6370637	0.5405370
10.6410641	0.5367140
10.6450645	0.5329182
10.6490649	0.5291491
10.6530653	0.5254067
10.6570657	0.5216908
10.6610661	0.5180012
10.6650665	0.5143376
10.6690669	0.5107000
10.6730673	0.5070881
10.6770677	0.5035017
10.6810681	0.4999407
10.6850685	0.4964049
10.6890689	0.4928941
10.6930693	0.4894081
10.6970697	0.4859468
10.7010701	0.4825100
10.7050705	0.4790974
10.7090709	0.4757090
10.7130713	0.4723446
10.7170717	0.4690040
10.7210721	0.4656870
10.7250725	0.4623934
10.7290729	0.4591232
10.7330733	0.4558760
10.7370737	0.4526519
10.7410741	0.4494505
10.7450745	0.4462718
10.7490749	0.4431155
10.7530753	0.4399816
10.7570757	0.4368699
10.7610761	0.4337801
10.7650765	0.4307122
10.7690769	0.4276660
10.7730773	0.4246414
10.7770777	0.4216381
10.7810781	0.4186561
10.7850785	0.4156952
10.7890789	0.4127552
10.7930793	0.4098360
10.7970797	0.4069374
10.8010801	0.4040594
10.8050805	0.4012017
10.8090809	0.3983642
10.8130813	0.3955468
10.8170817	0.3927493
10.8210821	0.3899716
10.8250825	0.3872135
10.8290829	0.3844750
10.8330833	0.3817558
10.8370837	0.3790558
10.8410841	0.3763750
10.8450845	0.3737131
10.8490849	0.3710700
10.8530853	0.3684456
10.8570857	0.3658398
10.8610861	0.3632524
10.8650865	0.3606833
10.8690869	0.3581324
10.8730873	0.3555996
10.8770877	0.3530846
10.8810881	0.3505874
10.8850885	0.3481079
10.8890889	0.3456459
10.8930893	0.3432013
10.8970897	0.3407741
10.9010901	0.3383640
10.9050905	0.3359709
10.9090909	0.3335948
10.9130913	0.3312354
10.9170917	0.3288928
10.9210921	0.3265667
10.9250925	0.3242571
10.9290929	0.3219638
10.9330933	0.3196867
10.9370937	0.3174257
10.9410941	0.3151807
10.9450945	0.3129516
10.9490949	0.3107383
10.9530953	0.3085406
10.9570957	0.3063585
10.9610961	0.3041918
10.9650965	0.3020404
10.9690969	0.2999042
10.9730973	0.2977831
10.9770977	0.2956771
10.9810981	0.2935859
10.9850985	0.2915095
10.9890989	0.2894478
10.9930993	0.2874007
10.9970997	0.2853681
11.0011001	0.2833499
11.0051005	0.2813459
11.0091009	0.2793561
11.0131013	0.2773803
11.0171017	0.2754186
11.0211021	0.2734707
11.0251025	0.2715366
11.0291029	0.2696161
11.0331033	0.2677093
11.0371037	0.2658159
11.0411041	0.2639360
11.0451045	0.2620693
11.0491049	0.2602158
11.0531053	0.2583754
11.0571057	0.2565481
11.0611061	0.2547337
11.0651065	0.2529321
11.0691069	0.2511432
11.0731073	0.2493670
11.0771077	0.2476034
11.0811081	0.2458522
11.0851085	0.2441134
11.0891089	0.2423869
11.0931093	0.2406727
11.0971097	0.2389705
11.1011101	0.2372804
11.1051105	0.2356023
11.1091109	0.2339360
11.1131113	0.2322815
11.1171117	0.2306387
11.1211121	0.2290075
11.1251125	0.2273878
11.1291129	0.2257796
11.1331133	0.2241828
11.1371137	0.2225973
11.1411141	0.2210230
11.1451145	0.2194598
11.1491149	0.2179077
11.1531153	0.2163666
11.1571157	0.2148363
11.1611161	0.2133169
11.1651165	0.2118082
11.1691169	0.2103102
11.1731173	0.2088228
11.1771177	0.2073459
11.1811181	0.2058795
11.1851185	0.2044234
11.1891189	0.2029776
11.1931193	0.2015421
11.1971197	0.2001167
11.2011201	0.1987013
11.2051205	0.1972960
11.2091209	0.1959007
11.2131213	0.1945152
11.2171217	0.1931395
11.2211221	0.1917735
11.2251225	0.1904172
11.2291229	0.1890705
11.2331233	0.1877333
11.2371237	0.1864055
11.2411241	0.1850872
11.2451245	0.1837782
11.2491249	0.1824784
11.2531253	0.1811878
11.2571257	0.1799064
11.2611261	0.1786340
11.2651265	0.1773706
11.2691269	0.1761162
11.2731273	0.1748706
11.2771277	0.1736338
11.2811281	0.1724058
11.2851285	0.1711865
11.2891289	0.1699758
11.2931293	0.1687736
11.2971297	0.1675800
11.3011301	0.1663948
11.3051305	0.1652180
11.3091309	0.1640495
11.3131313	0.1628892
11.3171317	0.1617372
11.3211321	0.1605933
11.3251325	0.1594575
11.3291329	0.1583298
11.3331333	0.1572100
11.3371337	0.1560981
11.3411341	0.1549941
11.3451345	0.1538979
11.3491349	0.1528095
11.3531353	0.1517288
11.3571357	0.1506557
11.3611361	0.1495902
11.3651365	0.1485322
11.3691369	0.1474817
11.3731373	0.1464386
11.3771377	0.1454030
11.3811381	0.1443746
11.3851385	0.1433535
11.3891389	0.1423397
11.3931393	0.1413330
11.3971397	0.1403334
11.4011401	0.1393409
11.4051405	0.1383554
11.4091409	0.1373769
11.4131413	0.1364053
11.4171417	0.1354406
11.4211421	0.1344827
11.4251425	0.1335316
11.4291429	0.1325872
11.4331433	0.1316494
11.4371437	0.1307184
11.4411441	0.1297939
11.4451445	0.1288759
11.4491449	0.1279644
11.4531453	0.1270594
11.4571457	0.1261608
11.4611461	0.1252685
11.4651465	0.1243826
11.4691469	0.1235029
11.4731473	0.1226294
11.4771477	0.1217621
11.4811481	0.1209009
11.4851485	0.1200459
11.4891489	0.1191969
11.4931493	0.1183538
11.4971497	0.1175168
11.5011501	0.1166857
11.5051505	0.1158604
11.5091509	0.1150410
11.5131513	0.1142274
11.5171517	0.1134195
11.5211521	0.1126173
11.5251525	0.1118209
11.5291529	0.1110300
11.5331533	0.1102448
11.5371537	0.1094651
11.5411541	0.1086909
11.5451545	0.1079222
11.5491549	0.1071589
11.5531553	0.1064010
11.5571557	0.1056485
11.5611561	0.1049013
11.5651565	0.1041594
11.5691569	0.1034227
11.5731573	0.1026913
11.5771577	0.1019650
11.5811581	0.1012438
11.5851585	0.1005278
11.5891589	0.0998168
11.5931593	0.0991109
11.5971597	0.0984099
11.6011601	0.0977139
11.6051605	0.0970228
11.6091609	0.0963366
11.6131613	0.0956553
11.6171617	0.0949788
11.6211621	0.0943071
11.6251625	0.0936401
11.6291629	0.0929778
11.6331633	0.0923202
11.6371637	0.0916673
11.6411641	0.0910190
11.6451645	0.0903752
11.6491649	0.0897361
11.6531653	0.0891014
11.6571657	0.0884713
11.6611661	0.0878455
11.6651665	0.0872243
11.6691669	0.0866074
11.6731673	0.0859948
11.6771677	0.0853866
11.6811681	0.0847828
11.6851685	0.0841831
11.6891689	0.0835877
11.6931693	0.0829966
11.6971697	0.0824096
11.7011701	0.0818267
11.7051705	0.0812480
11.7091709	0.0806734
11.7131713	0.0801028
11.7171717	0.0795363
11.7211721	0.0789738
11.7251725	0.0784153
11.7291729	0.0778607
11.7331733	0.0773100
11.7371737	0.0767632
11.7411741	0.0762203
11.7451745	0.0756813
11.7491749	0.0751460
11.7531753	0.0746145
11.7571757	0.0740868
11.7611761	0.0735629
11.7651765	0.0730426
11.7691769	0.0725260
11.7731773	0.0720131
11.7771777	0.0715038
11.7811781	0.0709980
11.7851785	0.0704959
11.7891789	0.0699973
11.7931793	0.0695023
11.7971797	0.0690107
11.8011801	0.0685227
11.8051805	0.0680380
11.8091809	0.0675568
11.8131813	0.0670790
11.8171817	0.0666046
11.8211821	0.0661336
11.8251825	0.0656658
11.8291829	0.0652014
11.8331833	0.0647403
11.8371837	0.0642824
11.8411841	0.0638278
11.8451845	0.0633764
11.8491849	0.0629281
11.8531853	0.0624831
11.8571857	0.0620412
11.8611861	0.0616024
11.8651865	0.0611667
11.8691869	0.0607341
11.8731873	0.0603046
11.8771877	0.0598781
11.8811881	0.0594546
11.8851885	0.0590341
11.8891889	0.0586166
11.8931893	0.0582020
11.8971897	0.0577904
11.9011901	0.0573817
11.9051905	0.0569758
11.9091909	0.0565729
11.9131913	0.0561728
11.9171917	0.0557755
11.9211921	0.0553810
11.9251925	0.0549893
11.9291929	0.0546004
11.9331933	0.0542143
11.9371937	0.0538308
11.9411941	0.0534501
11.9451945	0.0530721
11.9491949	0.0526967
11.9531953	0.0523240
11.9571957	0.0519540
11.9611961	0.0515865
11.9651965	0.0512217
11.9691969	0.0508594
11.9731973	0.0504997
11.9771977	0.0501426
11.9811981	0.0497879
11.9851985	0.0494358
11.9891989	0.0490862
11.9931993	0.0487390
11.9971997	0.0483943
12.0012001	0.0480521
12.0052005	0.0477122
12.0092009	0.0473748
12.0132013	0.0470397
12.0172017	0.0467070
12.0212021	0.0463767
12.0252025	0.0460487
12.0292029	0.0457230
12.0332033	0.0453996
12.0372037	0.0450786
12.0412041	0.0447597
12.0452045	0.0444432
12.0492049	0.0441289
12.0532053	0.0438168
12.0572057	0.0435069
12.0612061	0.0431992
12.0652065	0.0428936
12.0692069	0.0425903
12.0732073	0.0422891
12.0772077	0.0419900
12.0812081	0.0416930
12.0852085	0.0413981
12.0892089	0.0411053
12.0932093	0.0408146
12.0972097	0.0405260
12.1012101	0.0402393
12.1052105	0.0399548
12.1092109	0.0396722
12.1132113	0.0393916
12.1172117	0.0391130
12.1212121	0.0388364
12.1252125	0.0385617
12.1292129	0.0382890
12.1332133	0.0380182
12.1372137	0.0377493
12.1412141	0.0374823
12.1452145	0.0372172
12.1492149	0.0369540
12.1532153	0.0366927
12.1572157	0.0364331
12.1612161	0.0361755
12.1652165	0.0359196
12.1692169	0.0356656
12.1732173	0.0354133
12.1772177	0.0351629
12.1812181	0.0349142
12.1852185	0.0346673
12.1892189	0.0344221
12.1932193	0.0341786
12.1972197	0.0339369
12.2012201	0.0336969
12.2052205	0.0334586
12.2092209	0.0332219
12.2132213	0.0329870
12.2172217	0.0327537
12.2212221	0.0325220
12.2252225	0.0322920
12.2292229	0.0320636
12.2332233	0.0318369
12.2372237	0.0316117
12.2412241	0.0313881
12.2452245	0.0311661
12.2492249	0.0309457
12.2532253	0.0307268
12.2572257	0.0305095
12.2612261	0.0302938
12.2652265	0.0300795
12.2692269	0.0298668
12.2732273	0.0296555
12.2772277	0.0294458
12.2812281	0.0292375
12.2852285	0.0290308
12.2892289	0.0288254
12.2932293	0.0286216
12.2972297	0.0284192
12.3012301	0.0282182
12.3052305	0.0280186
12.3092309	0.0278204
12.3132313	0.0276237
12.3172317	0.0274283
12.3212321	0.0272343
12.3252325	0.0270417
12.3292329	0.0268504
12.3332333	0.0266606
12.3372337	0.0264720
12.3412341	0.0262848
12.3452345	0.0260989
12.3492349	0.0259143
12.3532353	0.0257310
12.3572357	0.0255490
12.3612361	0.0253683
12.3652365	0.0251889
12.3692369	0.0250108
12.3732373	0.0248339
12.3772377	0.0246582
12.3812381	0.0244839
12.3852385	0.0243107
12.3892389	0.0241388
12.3932393	0.0239680
12.3972397	0.0237985
12.4012401	0.0236302
12.4052405	0.0234631
12.4092409	0.0232971
12.4132413	0.0231324
12.4172417	0.0229688
12.4212421	0.0228063
12.4252425	0.0226450
12.4292429	0.0224849
12.4332433	0.0223259
12.4372437	0.0221680
12.4412441	0.0220112
12.4452445	0.0218555
12.4492449	0.0217009
12.4532453	0.0215474
12.4572457	0.0213951
12.4612461	0.0212437
12.4652465	0.0210935
12.4692469	0.0209443
12.4732473	0.0207962
12.4772477	0.0206491
12.4812481	0.0205031
12.4852485	0.0203581
12.4892489	0.0202141
12.4932493	0.0200711
12.4972497	0.0199292
12.5012501	0.0197882
12.5052505	0.0196483
12.5092509	0.0195093
12.5132513	0.0193713
12.5172517	0.0192343
12.5212521	0.0190983
12.5252525	0.0189632
12.5292529	0.0188291
12.5332533	0.0186959
12.5372537	0.0185637
12.5412541	0.0184324
12.5452545	0.0183020
12.5492549	0.0181726
12.5532553	0.0180441
12.5572557	0.0179165
12.5612561	0.0177897
12.5652565	0.0176639
12.5692569	0.0175390
12.5732573	0.0174150
12.5772577	0.0172918
12.5812581	0.0171695
12.5852585	0.0170481
12.5892589	0.0169275
12.5932593	0.0168078
12.5972597	0.0166889
12.6012601	0.0165709
12.6052605	0.0164537
12.6092609	0.0163373
12.6132613	0.0162218
12.6172617	0.0161070
12.6212621	0.0159931
12.6252625	0.0158800
12.6292629	0.0157677
12.6332633	0.0156562
12.6372637	0.0155455
12.6412641	0.0154355
12.6452645	0.0153263
12.6492649	0.0152179
12.6532653	0.0151103
12.6572657	0.0150035
12.6612661	0.0148973
12.6652665	0.0147920
12.6692669	0.0146874
12.6732673	0.0145835
12.6772677	0.0144803
12.6812681	0.0143779
12.6852685	0.0142762
12.6892689	0.0141753
12.6932693	0.0140750
12.6972697	0.0139755
12.7012701	0.0138766
12.7052705	0.0137785
12.7092709	0.0136810
12.7132713	0.0135843
12.7172717	0.0134882
12.7212721	0.0133928
12.7252725	0.0132981
12.7292729	0.0132040
12.7332733	0.0131107
12.7372737	0.0130179
12.7412741	0.0129259
12.7452745	0.0128345
12.7492749	0.0127437
12.7532753	0.0126536
12.7572757	0.0125641
12.7612761	0.0124752
12.7652765	0.0123870
12.7692769	0.0122994
12.7732773	0.0122124
12.7772777	0.0121260
12.7812781	0.0120402
12.7852785	0.0119551
12.7892789	0.0118705
12.7932793	0.0117866
12.7972797	0.0117032
12.8012801	0.0116205
12.8052805	0.0115383
12.8092809	0.0114567
12.8132813	0.0113756
12.8172817	0.0112952
12.8212821	0.0112153
12.8252825	0.0111360
12.8292829	0.0110572
12.8332833	0.0109790
12.8372837	0.0109014
12.8412841	0.0108243
12.8452845	0.0107477
12.8492849	0.0106717
12.8532853	0.0105962
12.8572857	0.0105213
12.8612861	0.0104469
12.8652865	0.0103730
12.8692869	0.0102996
12.8732873	0.0102268
12.8772877	0.0101545
12.8812881	0.0100826
12.8852885	0.0100113
12.8892889	0.0099405
12.8932893	0.0098702
12.8972897	0.0098004
12.9012901	0.0097311
12.9052905	0.0096623
12.9092909	0.0095939
12.9132913	0.0095261
12.9172917	0.0094587
12.9212921	0.0093918
12.9252925	0.0093254
12.9292929	0.0092594
12.9332933	0.0091940
12.9372937	0.0091289
12.9412941	0.0090644
12.9452945	0.0090003
12.9492949	0.0089366
12.9532953	0.0088734
12.9572957	0.0088106
12.9612961	0.0087483
12.9652965	0.0086865
12.9692969	0.0086250
12.9732973	0.0085640
12.9772977	0.0085035
12.9812981	0.0084433
12.9852985	0.0083836
12.9892989	0.0083243
12.9932993	0.0082654
12.9972997	0.0082070
13.0013001	0.0081489
13.0053005	0.0080913
13.0093009	0.0080341
13.0133013	0.0079773
13.0173017	0.0079208
13.0213021	0.0078648
13.0253025	0.0078092
13.0293029	0.0077540
13.0333033	0.0076991
13.0373037	0.0076447
13.0413041	0.0075906
13.0453045	0.0075369
13.0493049	0.0074836
13.0533053	0.0074307
13.0573057	0.0073781
13.0613061	0.0073260
13.0653065	0.0072741
13.0693069	0.0072227
13.0733073	0.0071716
13.0773077	0.0071209
13.0813081	0.0070705
13.0853085	0.0070205
13.0893089	0.0069709
13.0933093	0.0069216
13.0973097	0.0068726
13.1013101	0.0068240
13.1053105	0.0067758
13.1093109	0.0067278
13.1133113	0.0066802
13.1173117	0.0066330
13.1213121	0.0065861
13.1253125	0.0065395
13.1293129	0.0064933
13.1333133	0.0064473
13.1373137	0.0064017
13.1413141	0.0063565
13.1453145	0.0063115
13.1493149	0.0062669
13.1533153	0.0062225
13.1573157	0.0061785
13.1613161	0.0061348
13.1653165	0.0060915
13.1693169	0.0060484
13.1733173	0.0060056
13.1773177	0.0059631
13.1813181	0.0059209
13.1853185	0.0058791
13.1893189	0.0058375
13.1933193	0.0057962
13.1973197	0.0057552
13.2013201	0.0057145
13.2053205	0.0056741
13.2093209	0.0056340
13.2133213	0.0055941
13.2173217	0.0055546
13.2213221	0.0055153
13.2253225	0.0054763
13.2293229	0.0054375
13.2333233	0.0053991
13.2373237	0.0053609
13.2413241	0.0053230
13.2453245	0.0052853
13.2493249	0.0052479
13.2533253	0.0052108
13.2573257	0.0051740
13.2613261	0.0051374
13.2653265	0.0051011
13.2693269	0.0050650
13.2733273	0.0050292
13.2773277	0.0049936
13.2813281	0.0049583
13.2853285	0.0049232
13.2893289	0.0048884
13.2933293	0.0048538
13.2973297	0.0048195
13.3013301	0.0047854
13.3053305	0.0047515
13.3093309	0.0047179
13.3133313	0.0046846
13.3173317	0.0046514
13.3213321	0.0046185
13.3253325	0.0045859
13.3293329	0.0045534
13.3333333	0.0045212
13.3373337	0.0044893
13.3413341	0.0044575
13.3453345	0.0044260
13.3493349	0.0043947
13.3533353	0.0043636
13.3573357	0.0043327
13.3613361	0.0043021
13.3653365	0.0042717
13.3693369	0.0042415
13.3733373	0.0042115
13.3773377	0.0041817
13.3813381	0.0041521
13.3853385	0.0041227
13.3893389	0.0040936
13.3933393	0.0040646
13.3973397	0.0040359
13.4013401	0.0040073
13.4053405	0.0039790
13.4093409	0.0039509
13.4133413	0.0039229
13.4173417	0.0038952
13.4213421	0.0038676
13.4253425	0.0038403
13.4293429	0.0038131
13.4333433	0.0037861
13.4373437	0.0037594
13.4413441	0.0037328
13.4453445	0.0037064
13.4493449	0.0036802
13.4533453	0.0036541
13.4573457	0.0036283
13.4613461	0.0036026
13.4653465	0.0035772
13.4693469	0.0035519
13.4733473	0.0035267
13.4773477	0.0035018
13.4813481	0.0034770
13.4853485	0.0034524
13.4893489	0.0034280
13.4933493	0.0034038
13.4973497	0.0033797
13.5013501	0.0033558
13.5053505	0.0033321
13.5093509	0.0033085
13.5133513	0.0032851
13.5173517	0.0032619
13.5213521	0.0032388
13.5253525	0.0032159
13.5293529	0.0031931
13.5333533	0.0031706
13.5373537	0.0031481
13.5413541	0.0031259
13.5453545	0.0031038
13.5493549	0.0030818
13.5533553	0.0030600
13.5573557	0.0030384
13.5613561	0.0030169
13.5653565	0.0029955
13.5693569	0.0029744
13.5733573	0.0029533
13.5773577	0.0029324
13.5813581	0.0029117
13.5853585	0.0028911
13.5893589	0.0028707
13.5933593	0.0028504
13.5973597	0.0028302
13.6013601	0.0028102
13.6053605	0.0027903
13.6093609	0.0027706
13.6133613	0.0027510
13.6173617	0.0027315
13.6213621	0.0027122
13.6253625	0.0026930
13.6293629	0.0026740
13.6333633	0.0026551
13.6373637	0.0026363
13.6413641	0.0026176
13.6453645	0.0025991
13.6493649	0.0025807
13.6533653	0.0025625
13.6573657	0.0025444
13.6613661	0.0025264
13.6653665	0.0025085
13.6693669	0.0024908
13.6733673	0.0024731
13.6773677	0.0024557
13.6813681	0.0024383
13.6853685	0.0024210
13.6893689	0.0024039
13.6933693	0.0023869
13.6973697	0.0023700
13.7013701	0.0023533
13.7053705	0.0023366
13.7093709	0.0023201
13.7133713	0.0023037
13.7173717	0.0022874
13.7213721	0.0022712
13.7253725	0.0022552
13.7293729	0.0022392
13.7333733	0.0022234
13.7373737	0.0022077
13.7413741	0.0021920
13.7453745	0.0021765
13.7493749	0.0021611
13.7533753	0.0021459
13.7573757	0.0021307
13.7613761	0.0021156
13.7653765	0.0021007
13.7693769	0.0020858
13.7733773	0.0020710
13.7773777	0.0020564
13.7813781	0.0020419
13.7853785	0.0020274
13.7893789	0.0020131
13.7933793	0.0019988
13.7973797	0.0019847
13.8013801	0.0019707
13.8053805	0.0019567
13.8093809	0.0019429
13.8133813	0.0019291
13.8173817	0.0019155
13.8213821	0.0019020
13.8253825	0.0018885
13.8293829	0.0018751
13.8333833	0.0018619
13.8373837	0.0018487
13.8413841	0.0018356
13.8453845	0.0018227
13.8493849	0.0018098
13.8533853	0.0017970
13.8573857	0.0017843
13.8613861	0.0017716
13.8653865	0.0017591
13.8693869	0.0017467
13.8733873	0.0017343
13.8773877	0.0017220
13.8813881	0.0017099
13.8853885	0.0016978
13.8893889	0.0016858
13.8933893	0.0016738
13.8973897	0.0016620
13.9013901	0.0016503
13.9053905	0.0016386
13.9093909	0.0016270
13.9133913	0.0016155
13.9173917	0.0016041
13.9213921	0.0015927
13.9253925	0.0015815
13.9293929	0.0015703
13.9333933	0.0015592
13.9373937	0.0015481
13.9413941	0.0015372
13.9453945	0.0015263
13.9493949	0.0015155
13.9533953	0.0015048
13.9573957	0.0014942
13.9613961	0.0014836
13.9653965	0.0014731
13.9693969	0.0014627
13.9733973	0.0014523
13.9773977	0.0014421
13.9813981	0.0014319
13.9853985	0.0014217
13.9893989	0.0014117
13.9933993	0.0014017
13.9973997	0.0013918
14.0014001	0.0013819
14.0054005	0.0013722
14.0094009	0.0013625
14.0134013	0.0013528
14.0174017	0.0013433
14.0214021	0.0013338
14.0254025	0.0013243
14.0294029	0.0013150
14.0334033	0.0013057
14.0374037	0.0012964
14.0414041	0.0012873
14.0454045	0.0012782
14.0494049	0.0012691
14.0534053	0.0012601
14.0574057	0.0012512
14.0614061	0.0012424
14.0654065	0.0012336
14.0694069	0.0012249
14.0734073	0.0012162
14.0774077	0.0012076
14.0814081	0.0011991
14.0854085	0.0011906
14.0894089	0.0011822
14.0934093	0.0011738
14.0974097	0.0011655
14.1014101	0.0011573
14.1054105	0.0011491
14.1094109	0.0011409
14.1134113	0.0011329
14.1174117	0.0011249
14.1214121	0.0011169
14.1254125	0.0011090
14.1294129	0.0011012
14.1334133	0.0010934
14.1374137	0.0010856
14.1414141	0.0010780
14.1454145	0.0010703
14.1494149	0.0010628
14.1534153	0.0010553
14.1574157	0.0010478
14.1614161	0.0010404
14.1654165	0.0010330
14.1694169	0.0010257
14.1734173	0.0010185
14.1774177	0.0010113
14.1814181	0.0010041
14.1854185	0.0009970
14.1894189	0.0009900
14.1934193	0.0009830
14.1974197	0.0009760
14.2014201	0.0009691
14.2054205	0.0009622
14.2094209	0.0009554
14.2134213	0.0009487
14.2174217	0.0009420
14.2214221	0.0009353
14.2254225	0.0009287
14.2294229	0.0009221
14.2334233	0.0009156
14.2374237	0.0009091
14.2414241	0.0009027
14.2454245	0.0008963
14.2494249	0.0008900
14.2534253	0.0008837
14.2574257	0.0008774
14.2614261	0.0008712
14.2654265	0.0008651
14.2694269	0.0008589
14.2734273	0.0008529
14.2774277	0.0008468
14.2814281	0.0008409
14.2854285	0.0008349
14.2894289	0.0008290
14.2934293	0.0008231
14.2974297	0.0008173
14.3014301	0.0008115
14.3054305	0.0008058
14.3094309	0.0008001
14.3134313	0.0007944
14.3174317	0.0007888
14.3214321	0.0007832
14.3254325	0.0007777
14.3294329	0.0007722
14.3334333	0.0007667
14.3374337	0.0007613
14.3414341	0.0007559
14.3454345	0.0007506
14.3494349	0.0007453
14.3534353	0.0007400
14.3574357	0.0007348
14.3614361	0.0007296
14.3654365	0.0007244
14.3694369	0.0007193
14.3734373	0.0007142
14.3774377	0.0007092
14.3814381	0.0007041
14.3854385	0.0006992
14.3894389	0.0006942
14.3934393	0.0006893
14.3974397	0.0006844
14.4014401	0.0006796
14.4054405	0.0006748
14.4094409	0.0006700
14.4134413	0.0006653
14.4174417	0.0006606
14.4214421	0.0006559
14.4254425	0.0006513
14.4294429	0.0006466
14.4334433	0.0006421
14.4374437	0.0006375
14.4414441	0.0006330
14.4454445	0.0006285
14.4494449	0.0006241
14.4534453	0.0006197
14.4574457	0.0006153
14.4614461	0.0006110
14.4654465	0.0006066
14.4694469	0.0006023
14.4734473	0.0005981
14.4774477	0.0005939
14.4814481	0.0005897
14.4854485	0.0005855
14.4894489	0.0005813
14.4934493	0.0005772
14.4974497	0.0005731
14.5014501	0.0005691
14.5054505	0.0005651
14.5094509	0.0005611
14.5134513	0.0005571
14.5174517	0.0005532
14.5214521	0.0005493
14.5254525	0.0005454
14.5294529	0.0005415
14.5334533	0.0005377
14.5374537	0.0005339
14.5414541	0.0005301
14.5454545	0.0005264
14.5494549	0.0005226
14.5534553	0.0005189
14.5574557	0.0005153
14.5614561	0.0005116
14.5654565	0.0005080
14.5694569	0.0005044
14.5734573	0.0005008
14.5774577	0.0004973
14.5814581	0.0004938
14.5854585	0.0004903
14.5894589	0.0004868
14.5934593	0.0004834
14.5974597	0.0004800
14.6014601	0.0004766
14.6054605	0.0004732
14.6094609	0.0004698
14.6134613	0.0004665
14.6174617	0.0004632
14.6214621	0.0004600
14.6254625	0.0004567
14.6294629	0.0004535
14.6334633	0.0004503
14.6374637	0.0004471
14.6414641	0.0004439
14.6454645	0.0004408
14.6494649	0.0004377
14.6534653	0.0004346
14.6574657	0.0004315
14.6614661	0.0004284
14.6654665	0.0004254
14.6694669	0.0004224
14.6734673	0.0004194
14.6774677	0.0004164
14.6814681	0.0004135
14.6854685	0.0004106
14.6894689	0.0004077
14.6934693	0.0004048
14.6974697	0.0004019
14.7014701	0.0003991
14.7054705	0.0003963
14.7094709	0.0003935
14.7134713	0.0003907
14.7174717	0.0003879
14.7214721	0.0003852
14.7254725	0.0003824
14.7294729	0.0003797
14.7334733	0.0003771
14.7374737	0.0003744
14.7414741	0.0003717
14.7454745	0.0003691
14.7494749	0.0003665
14.7534753	0.0003639
14.7574757	0.0003613
14.7614761	0.0003588
14.7654765	0.0003562
14.7694769	0.0003537
14.7734773	0.0003512
14.7774777	0.0003487
14.7814781	0.0003463
14.7854785	0.0003438
14.7894789	0.0003414
14.7934793	0.0003390
14.7974797	0.0003366
14.8014801	0.0003342
14.8054805	0.0003318
14.8094809	0.0003295
14.8134813	0.0003272
14.8174817	0.0003248
14.8214821	0.0003225
14.8254825	0.0003203
14.8294829	0.0003180
14.8334833	0.0003157
14.8374837	0.0003135
14.8414841	0.0003113
14.8454845	0.0003091
14.8494849	0.0003069
14.8534853	0.0003047
14.8574857	0.0003026
14.8614861	0.0003004
14.8654865	0.0002983
14.8694869	0.0002962
14.8734873	0.0002941
14.8774877	0.0002920
14.8814881	0.0002900
14.8854885	0.0002879
14.8894889	0.0002859
14.8934893	0.0002839
14.8974897	0.0002819
14.9014901	0.0002799
14.9054905	0.0002779
14.9094909	0.0002759
14.9134913	0.0002740
14.9174917	0.0002720
14.9214921	0.0002701
14.9254925	0.0002682
14.9294929	0.0002663
14.9334933	0.0002644
14.9374937	0.0002625
14.9414941	0.0002607
14.9454945	0.0002588
14.9494949	0.0002570
14.9534953	0.0002552
14.9574957	0.0002534
14.9614961	0.0002516
14.9654965	0.0002498
14.9694969	0.0002480
14.9734973	0.0002463
14.9774977	0.0002446
14.9814981	0.0002428
14.9854985	0.0002411
14.9894989	0.0002394
14.9934993	0.0002377
14.9974997	0.0002360
15.0015002	0.0002344
15.0055006	0.0002327
15.0095010	0.0002311
15.0135014	0.0002294
15.0175018	0.0002278
15.0215022	0.0002262
15.0255026	0.0002246
15.0295030	0.0002230
15.0335034	0.0002214
15.0375038	0.0002199
15.0415042	0.0002183
15.0455046	0.0002168
15.0495050	0.0002152
15.0535054	0.0002137
15.0575058	0.0002122
15.0615062	0.0002107
15.0655066	0.0002092
15.0695070	0.0002077
15.0735074	0.0002063
15.0775078	0.0002048
15.0815082	0.0002033
15.0855086	0.0002019
15.0895090	0.0002005
15.0935094	0.0001991
15.0975098	0.0001977
15.1015102	0.0001963
15.1055106	0.0001949
15.1095110	0.0001935
15.1135114	0.0001921
