# X(mm) 	 Y(mm) 	 Z(mm) 	 color
9.19596	28.8296	61.3486	2
9.59572	30.8196	62.569	2
9.99549	32.8096	63.7895	2
1.4	-2.2	52.7978	2
1.19717	-0.523476	51.1372	2
0.994344	1.15305	49.4766	2
0.791516	2.82957	47.816	2
0.588688	4.50609	46.1554	2
0.385861	6.18262	44.4948	2
0.183033	7.85914	42.8342	2
-0.0197953	9.53566	41.1736	2
-0.222623	11.2122	39.5131	2
-0.425451	12.8887	37.8525	2
-0.628279	14.5652	36.1919	2
-0.831107	16.2418	34.5313	2
-1.03393	17.9183	32.8707	2
-1.23676	19.5948	31.2101	2
-1.43959	21.2713	29.5495	2
-1.64242	22.9479	27.889	2
-1.84525	24.6244	26.2284	2
-2.04807	26.3009	24.5678	2
-2.2509	27.9774	22.9072	2
-2.45373	29.6539	21.2466	2
-1.2	-2.4	54.0175	2
-1.84686	-2.56641	51.7452	2
-2.49371	-2.73282	49.4729	2
-3.14057	-2.89924	47.2006	2
-3.78743	-3.06565	44.9283	2
-4.43429	-3.23206	42.6561	2
-5.08114	-3.39847	40.3838	2
-5.728	-3.56489	38.1115	2
-6.37486	-3.7313	35.8392	2
-7.02171	-3.89771	33.5669	2
-7.66857	-4.06412	31.2946	2
-8.31543	-4.23053	29.0223	2
-8.96229	-4.39695	26.75	2
-9.60914	-4.56336	24.4777	2
-10.256	-4.72977	22.2054	2
-10.9029	-4.89618	19.9332	2
-11.5497	-5.0626	17.6609	2
-12.1966	-5.22901	15.3886	2
-12.8434	-5.39542	13.1163	2
-13.4903	-5.56183	10.844	2
1.8	1.2	36.7668	2
0.408086	-0.38371	35.6879	2
-0.983827	-1.96742	34.6091	2
-2.37574	-3.55113	33.5303	2
-3.76765	-5.13484	32.4515	2
-5.15957	-6.71855	31.3726	2
-6.55148	-8.30226	30.2938	2
-7.9434	-9.88597	29.215	2
-9.33531	-11.4697	28.1362	2
-10.7272	-13.0534	27.0573	2
-12.1191	-14.6371	25.9785	2
-13.511	-16.2208	24.8997	2
-14.903	-17.8045	23.8209	2
-16.2949	-19.3882	22.7421	2
-17.6868	-20.9719	21.6632	2
-19.0787	-22.5556	20.5844	2
-20.4706	-24.1394	19.5056	2
-21.8625	-25.7231	18.4268	2
-23.2544	-27.3068	17.3479	2
-24.6464	-28.8905	16.2691	2
-1.4	-4	42.3428	2
-3.60242	-4.8597	42.2025	2
-5.80484	-5.7194	42.0622	2
-8.00726	-6.5791	41.9219	2
-10.2097	-7.43879	41.7816	2
-12.4121	-8.29849	41.6413	2
-14.6145	-9.15819	41.5011	2
-16.8169	-10.0179	41.3608	2
-19.0194	-10.8776	41.2205	2
-21.2218	-11.7373	41.0802	2
-23.4242	-12.597	40.9399	2
-25.6266	-13.4567	40.7996	2
-27.8291	-14.3164	40.6594	2
-30.0315	-15.1761	40.5191	2
-32.2339	-16.0358	40.3788	2
-34.4363	-16.8955	40.2385	2
-36.6387	-17.7552	40.0982	2
-38.8412	-18.6149	39.9579	2
-41.0436	-19.4746	39.8177	2
-43.246	-20.3343	39.6774	2
1	-2.2	35.8955	2
0.749586	-4.32351	34.877	2
0.499172	-6.44703	33.8584	2
0.248758	-8.57054	32.8399	2
-0.00165608	-10.6941	31.8214	2
-0.25207	-12.8176	30.8029	2
-0.502484	-14.9411	29.7843	2
-0.752898	-17.0646	28.7658	2
-1.00331	-19.1881	27.7473	2
-1.25373	-21.3116	26.7287	2
-1.50414	-23.4351	25.7102	2
-1.75455	-25.5587	24.6917	2
-2.00497	-27.6822	23.6732	2
-2.25538	-29.8057	22.6546	2
-2.5058	-31.9292	21.6361	2
-2.75621	-34.0527	20.6176	2
-3.00662	-36.1762	19.599	2
-3.25704	-38.2997	18.5805	2
-3.50745	-40.4232	17.562	2
-3.75787	-42.5468	16.5435	2
3.2	3.2	41.123	2
2.25883	3.92327	43.1725	2
1.31765	4.64654	45.222	2
0.376482	5.36981	47.2715	2
-0.564691	6.09308	49.321	2
-1.50586	6.81634	51.3706	2
-2.44704	7.53961	53.4201	2
-3.38821	8.26288	55.4696	2
-4.32938	8.98615	57.5191	2
-5.27056	9.70942	59.5686	2
-6.21173	10.4327	61.6181	2
-7.1529	11.156	63.6676	2
-8.09407	11.8792	65.7171	2
-9.03525	12.6025	67.7666	2
-9.97642	13.3258	69.8162	2
-10.9176	14.049	71.8657	2
-11.8588	14.7723	73.9152	2
-12.7999	15.4956	75.9647	2
-13.7411	16.2188	78.0142	2
-14.6823	16.9421	80.0637	2
-4	-2	43.7368	2
-3.98615	-3.4534	45.6067	2
-3.9723	-4.90681	47.4767	2
-3.95845	-6.36021	49.3467	2
-3.94459	-7.81361	51.2167	2
-3.93074	-9.26701	53.0867	2
-3.91689	-10.7204	54.9567	2
-3.90304	-12.1738	56.8267	2
-3.88919	-13.6272	58.6966	2
-3.87534	-15.0806	60.5666	2
-3.86149	-16.534	62.4366	2
-3.84764	-17.9874	64.3066	2
-3.83378	-19.4408	66.1766	2
-3.81993	-20.8942	68.0466	2
-3.80608	-22.3476	69.9166	2
-3.79223	-23.801	71.7865	2
-3.77838	-25.2544	73.6565	2
-3.76453	-26.7078	75.5265	2
-3.75068	-28.1613	77.3965	2
-3.73683	-29.6147	79.2665	2
1.4	3	44.7823	2
-0.825288	3.60396	45.3233	2
-3.05058	4.20792	45.8644	2
-5.27586	4.81188	46.4054	2
-7.50115	5.41584	46.9465	2
-9.72644	6.0198	47.4875	2
-11.9517	6.62376	48.0286	2
-14.177	7.22772	48.5697	2
-16.4023	7.83168	49.1107	2
-18.6276	8.43564	49.6518	2
-20.8529	9.0396	50.1928	2
-23.0782	9.64356	50.7339	2
-25.3035	10.2475	51.275	2
-27.5287	10.8515	51.816	2
-29.754	11.4554	52.3571	2
-31.9793	12.0594	52.8981	2
-34.2046	12.6634	53.4392	2
-36.4299	13.2673	53.9803	2
-38.6552	13.8713	54.5213	2
-40.8805	14.4752	55.0624	2
0.2	-4	33.6303	-2
0.202377	-3.43346	35.9299	-2
0.204753	-2.86692	38.2296	-2
0.20713	-2.30038	40.5292	-2
0.209506	-1.73385	42.8289	-2
0.211883	-1.16731	45.1286	-2
0.214259	-0.600768	47.4282	-2
0.216636	-0.0342289	49.7279	-2
0.219012	0.53231	52.0275	-2
0.221389	1.09885	54.3272	-2
0.223765	1.66539	56.6269	-2
0.226142	2.23193	58.9265	-2
0.228518	2.79846	61.2262	-2
0.230895	3.365	63.5259	-2
0.233271	3.93154	65.8255	-2
0.235648	4.49808	68.1252	-2
0.238024	5.06462	70.4248	-2
0.240401	5.63116	72.7245	-2
0.242777	6.1977	75.0242	-2
0.245154	6.76424	77.3238	-2
0.2	1	33.456	2
-2.07272	0.899234	32.7972	2
-4.34543	0.798468	32.1384	2
-6.61815	0.697702	31.4796	2
-8.89087	0.596935	30.8208	2
-11.1636	0.496169	30.162	2
-13.4363	0.395403	29.5032	2
-15.709	0.294637	28.8444	2
-17.9817	0.193871	28.1856	2
-20.2545	0.0931048	27.5268	2
-22.5272	-0.00766137	26.868	2
-24.7999	-0.108428	26.2092	2
-27.0726	-0.209194	25.5504	2
-29.3453	-0.30996	24.8916	2
-31.618	-0.410726	24.2328	2
-33.8908	-0.511492	23.574	2
-36.1635	-0.612258	22.9152	2
-38.4362	-0.713024	22.2564	2
-40.7089	-0.81379	21.5975	2
-42.9816	-0.914557	20.9387	2
-2.8	-2.2	51.0553	2
-2.74635	-0.528012	49.3786	2
-2.69271	1.14398	47.702	2
-2.63906	2.81597	46.0254	2
-2.58541	4.48795	44.3488	2
-2.53177	6.15994	42.6722	2
-2.47812	7.83193	40.9956	2
-2.42447	9.50392	39.319	2
-2.37082	11.1759	37.6424	2
-2.31718	12.8479	35.9658	2
-2.26353	14.5199	34.2892	2
-2.20988	16.1919	32.6126	2
-2.15624	17.8639	30.936	2
-2.10259	19.5358	29.2594	2
-2.04894	21.2078	27.5828	2
-1.9953	22.8798	25.9062	2
-1.94165	24.5518	24.2296	2
-1.888	26.2238	22.553	2
-1.83436	27.8958	20.8764	2
-1.78071	29.5678	19.1998	2
0.4	3.6	37.638	2
-0.495037	3.54394	39.8301	2
-1.39007	3.48789	42.0221	2
-2.28511	3.43183	44.2142	2
-3.18015	3.37578	46.4063	2
-4.07518	3.31972	48.5984	2
-4.97022	3.26367	50.7904	2
-5.86526	3.20761	52.9825	2
-6.76029	3.15156	55.1746	2
-7.65533	3.0955	57.3667	2
-8.55037	3.03945	59.5587	2
-9.4454	2.98339	61.7508	2
-10.3404	2.92734	63.9429	2
-11.2355	2.87128	66.135	2
-12.1305	2.81523	68.327	2
-13.0256	2.75917	70.5191	2
-13.9206	2.70312	72.7112	2
-14.8156	2.64706	74.9032	2
-15.7107	2.59101	77.0953	2
-16.6057	2.53495	79.2874	2
2.8	-0.6	37.8123	2
4.54587	-0.879382	39.3881	2
6.29175	-1.15876	40.9639	2
8.03762	-1.43815	42.5398	2
9.7835	-1.71753	44.1156	2
11.5294	-1.99691	45.6915	2
13.2752	-2.27629	47.2673	2
15.0211	-2.55567	48.8432	2
16.767	-2.83505	50.419	2
18.5129	-3.11444	51.9948	2
20.2587	-3.39382	53.5707	2
22.0046	-3.6732	55.1465	2
23.7505	-3.95258	56.7224	2
25.4964	-4.23196	58.2982	2
27.2422	-4.51134	59.8741	2
28.9881	-4.79073	61.4499	2
30.734	-5.07011	63.0258	2
32.4799	-5.34949	64.6016	2
34.2257	-5.62887	66.1774	2
35.9716	-5.90825	67.7533	2
-3.8	2.6	54.8888	2
-4.11654	2.7153	52.5444	2
-4.43308	2.8306	50.2001	2
-4.74962	2.94591	47.8557	2
-5.06616	3.06121	45.5114	2
-5.3827	3.17651	43.1671	2
-5.69924	3.29181	40.8227	2
-6.01578	3.40712	38.4784	2
-6.33233	3.52242	36.134	2
-6.64887	3.63772	33.7897	2
-6.96541	3.75302	31.4454	2
-7.28195	3.86833	29.101	2
-7.59849	3.98363	26.7567	2
-7.91503	4.09893	24.4123	2
-8.23157	4.21423	22.068	2
-8.54811	4.32953	19.7237	2
-8.86465	4.44484	17.3793	2
-9.18119	4.56014	15.035	2
-9.49773	4.67544	12.6906	2
-9.81427	4.79074	10.3463	2
-5	-3.6	48.9643	2
-4.83201	-5.6356	50.1632	2
-4.66402	-7.6712	51.3622	2
-4.49603	-9.70681	52.5612	2
-4.32804	-11.7424	53.7601	2
-4.16005	-13.778	54.9591	2
-3.99206	-15.8136	56.1581	2
-3.82407	-17.8492	57.357	2
-3.65608	-19.8848	58.556	2
-3.48809	-21.9204	59.755	2
-3.3201	-23.956	60.9539	2
-3.15211	-25.9916	62.1529	2
-2.98413	-28.0272	63.3519	2
-2.81614	-30.0628	64.5508	2
-2.64815	-32.0984	65.7498	2
-2.48016	-34.134	66.9488	2
-2.31217	-36.1696	68.1477	2
-2.14418	-38.2052	69.3467	2
-1.97619	-40.2408	70.5457	2
-1.8082	-42.2764	71.7446	2
3.2	-3.2	48.093	-2
2.56647	-3.62358	50.3355	-2
1.93295	-4.04716	52.5779	-2
1.29942	-4.47074	54.8204	-2
0.6659	-4.89432	57.0629	-2
0.0323747	-5.3179	59.3053	-2
-0.60115	-5.74148	61.5478	-2
-1.23468	-6.16506	63.7902	-2
-1.8682	-6.58864	66.0327	-2
-2.50173	-7.01223	68.2752	-2
-3.13525	-7.43581	70.5176	-2
-3.76878	-7.85939	72.7601	-2
-4.4023	-8.28297	75.0026	-2
-5.03583	-8.70655	77.245	-2
-5.66935	-9.13013	79.4875	-2
-6.30288	-9.55371	81.73	-2
-6.9364	-9.97729	83.9724	-2
-7.56993	-10.4009	86.2149	-2
-8.20345	-10.8245	88.4573	-2
-8.83698	-11.248	90.6998	-2
4.4	-4.4	54.8888	2
4.9367	-5.77322	56.7423	2
5.4734	-7.14643	58.5959	2
6.0101	-8.51965	60.4494	2
6.54679	-9.89286	62.303	2
7.08349	-11.2661	64.1565	2
7.62019	-12.6393	66.0101	2
8.15689	-14.0125	67.8636	2
8.69359	-15.3857	69.7172	2
9.23029	-16.7589	71.5707	2
9.76699	-18.1322	73.4243	2
10.3037	-19.5054	75.2778	2
10.8404	-20.8786	77.1314	2
11.3771	-22.2518	78.9849	2
11.9138	-23.625	80.8385	2
12.4505	-24.9982	82.692	2
12.9872	-26.3714	84.5456	2
13.5239	-27.7447	86.3991	2
14.0606	-29.1179	88.2527	2
14.5973	-30.4911	90.1062	2
-1.6	0.4	30.3195	2
-2.92948	2.34297	30.0611	2
-4.25897	4.28593	29.8027	2
-5.58845	6.2289	29.5443	2
-6.91794	8.17186	29.2859	2
-8.24742	10.1148	29.0275	2
-9.57691	12.0578	28.7691	2
-10.9064	14.0008	28.5107	2
-12.2359	15.9437	28.2523	2
-13.5654	17.8867	27.9939	2
-14.8948	19.8297	27.7355	2
-16.2243	21.7726	27.4771	2
-17.5538	23.7156	27.2187	2
-18.8833	25.6586	26.9603	2
-20.2128	27.6015	26.7019	2
-21.5423	29.5445	26.4435	2
-22.8718	31.4875	26.1851	2
-24.2012	33.4304	25.9267	2
-25.5307	35.3734	25.6683	2
-26.8602	37.3164	25.4099	2
0.4	-2.8	50.0098	2
1.31883	-4.09857	51.7644	2
2.23765	-5.39715	53.5191	2
3.15648	-6.69572	55.2738	2
4.07531	-7.9943	57.0284	2
4.99414	-9.29287	58.7831	2
5.91296	-10.5914	60.5378	2
6.83179	-11.89	62.2925	2
7.75062	-13.1886	64.0471	2
8.66945	-14.4872	65.8018	2
9.58827	-15.7857	67.5565	2
10.5071	-17.0843	69.3112	2
11.4259	-18.3829	71.0658	2
12.3448	-19.6815	72.8205	2
13.2636	-20.98	74.5752	2
14.1824	-22.2786	76.3299	2
15.1012	-23.5772	78.0845	2
16.0201	-24.8758	79.8392	2
16.9389	-26.1743	81.5939	2
17.8577	-27.4729	83.3486	2
2	-3.2	39.9033	2
3.17055	-1.17288	39.5427	2
4.34111	0.854235	39.1821	2
5.51166	2.88135	38.8215	2
6.68221	4.90847	38.4609	2
7.85276	6.93559	38.1003	2
9.02332	8.96271	37.7398	2
10.1939	10.9898	37.3792	2
11.3644	13.0169	37.0186	2
12.535	15.0441	36.658	2
13.7055	17.0712	36.2974	2
14.8761	19.0983	35.9369	2
16.0466	21.1254	35.5763	2
17.2172	23.1525	35.2157	2
18.3877	25.1796	34.8551	2
19.5583	27.2068	34.4945	2
20.7288	29.2339	34.134	2
21.8994	31.261	33.7734	2
23.0699	33.2881	33.4128	2
24.2405	35.3152	33.0522	2
2	2.6	39.032	2
2.61489	3.65159	41.0631	2
3.22979	4.70318	43.0943	2
3.84468	5.75476	45.1254	2
4.45958	6.80635	47.1565	2
5.07447	7.85794	49.1876	2
5.68936	8.90953	51.2188	2
6.30426	9.96111	53.2499	2
6.91915	11.0127	55.281	2
7.53405	12.0643	57.3122	2
8.14894	13.1159	59.3433	2
8.76384	14.1675	61.3744	2
9.37873	15.2191	63.4056	2
9.99362	16.2706	65.4367	2
10.6085	17.3222	67.4678	2
11.2234	18.3738	69.4989	2
11.8383	19.4254	71.5301	2
12.4532	20.477	73.5612	2
13.0681	21.5286	75.5923	2
13.683	22.5802	77.6235	2
-2.6	-3.8	46.5248	2
-4.0813	-3.8995	48.3701	2
-5.5626	-3.999	50.2154	2
-7.0439	-4.0985	52.0608	2
-8.5252	-4.198	53.9061	2
-10.0065	-4.2975	55.7514	2
-11.4878	-4.39699	57.5968	2
-12.9691	-4.49649	59.4421	2
-14.4504	-4.59599	61.2875	2
-15.9317	-4.69549	63.1328	2
-17.413	-4.79499	64.9781	2
-18.8943	-4.89449	66.8235	2
-20.3756	-4.99399	68.6688	2
-21.8569	-5.09349	70.5141	2
-23.3382	-5.19299	72.3595	2
-24.8195	-5.29249	74.2048	2
-26.3008	-5.39198	76.0502	2
-27.7821	-5.49148	77.8955	2
-29.2634	-5.59098	79.7408	2
-30.7447	-5.69048	81.5862	2
0	1.2	39.032	2
-0.92118	-0.972052	38.8246	2
-1.84236	-3.1441	38.6171	2
-2.76354	-5.31616	38.4097	2
-3.68472	-7.48821	38.2022	2
-4.6059	-9.66026	37.9948	2
-5.52708	-11.8323	37.7873	2
-6.44826	-14.0044	37.5799	2
-7.36944	-16.1764	37.3724	2
-8.29062	-18.3485	37.165	2
-9.2118	-20.5205	36.9575	2
-10.133	-22.6926	36.7501	2
-11.0542	-24.8646	36.5426	2
-11.9753	-27.0367	36.3352	2
-12.8965	-29.2087	36.1277	2
-13.8177	-31.3808	35.9203	2
-14.7389	-33.5528	35.7128	2
-15.6601	-35.7249	35.5054	2
-16.5812	-37.8969	35.298	2
-17.5024	-40.069	35.0905	2
1.2	-3.6	33.9788	2
0.413857	-3.05136	36.1445	2
-0.372285	-2.50272	38.3102	2
-1.15843	-1.95408	40.4759	2
-1.94457	-1.40544	42.6417	2
-2.73071	-0.856803	44.8074	2
-3.51686	-0.308164	46.9731	2
-4.303	0.240476	49.1389	2
-5.08914	0.789115	51.3046	2
-5.87528	1.33775	53.4703	2
-6.66143	1.88639	55.6361	2
-7.44757	2.43503	57.8018	2
-8.23371	2.98367	59.9675	2
-9.01985	3.53231	62.1333	2
-9.806	4.08095	64.299	2
-10.5921	4.62959	66.4647	2
-11.3783	5.17823	68.6305	2
-12.1644	5.72687	70.7962	2
-12.9506	6.27551	72.9619	2
-13.7367	6.82415	75.1276	2
-4.4	-3.4	34.5015	2
-4.14558	-2.0252	36.4132	2
-3.89115	-0.650407	38.3249	2
-3.63673	0.72439	40.2366	2
-3.3823	2.09919	42.1483	2
-3.12788	3.47398	44.06	2
-2.87345	4.84878	45.9717	2
-2.61903	6.22358	47.8834	2
-2.36461	7.59837	49.7952	2
-2.11018	8.97317	51.7069	2
-1.85576	10.348	53.6186	2
-1.60133	11.7228	55.5303	2
-1.34691	13.0976	57.442	2
-1.09249	14.4724	59.3537	2
-0.838061	15.8472	61.2654	2
-0.583637	17.2219	63.1771	2
-0.329213	18.5967	65.0888	2
-0.0747886	19.9715	67.0005	2
0.179636	21.3463	68.9122	2
0.43406	22.7211	70.8239	2
2.4	-4.4	52.1008	2
1.00848	-2.93963	50.8596	2
-0.383044	-1.47927	49.6185	2
-1.77457	-0.0189034	48.3773	2
-3.16609	1.44146	47.1362	2
-4.55761	2.90183	45.8951	2
-5.94913	4.36219	44.6539	2
-7.34065	5.82256	43.4128	2
-8.73217	7.28292	42.1717	2
-10.1237	8.74329	40.9305	2
-11.5152	10.2037	39.6894	2
-12.9067	11.664	38.4483	2
-14.2983	13.1244	37.2071	2
-15.6898	14.5848	35.966	2
-17.0813	16.0451	34.7248	2
-18.4728	17.5055	33.4837	2
-19.8643	18.9658	32.2426	2
-21.2559	20.4262	31.0014	2
-22.6474	21.8866	29.7603	2
-24.0389	23.3469	28.5192	2
1.4	-3.4	45.4793	2
3.42683	-2.18389	45.3295	2
5.45367	-0.967783	45.1797	2
7.4805	0.248326	45.0299	2
9.50734	1.46443	44.8801	2
11.5342	2.68054	44.7303	2
13.561	3.89665	44.5805	2
15.5878	5.11276	44.4307	2
17.6147	6.32887	44.2809	2
19.6415	7.54498	44.1311	2
21.6683	8.76109	43.9813	2
23.6952	9.97719	43.8315	2
25.722	11.1933	43.6817	2
27.7489	12.4094	43.5319	2
29.7757	13.6255	43.3821	2
31.8025	14.8416	43.2323	2
33.8294	16.0577	43.0825	2
35.8562	17.2738	42.9327	2
37.883	18.49	42.7829	2
39.9099	19.7061	42.6331	2
4.4	-2.6	44.0853	2
2.13578	-1.91195	43.9888	2
-0.128443	-1.2239	43.8923	2
-2.39267	-0.535849	43.7959	2
-4.65689	0.152201	43.6994	2
-6.92111	0.840251	43.6029	2
-9.18533	1.5283	43.5065	2
-11.4496	2.21635	43.41	2
-13.7138	2.9044	43.3135	2
-15.978	3.59245	43.2171	2
-18.2422	4.2805	43.1206	2
-20.5064	4.96855	43.0242	2
-22.7707	5.6566	42.9277	2
-25.0349	6.34465	42.8312	2
-27.2991	7.0327	42.7348	2
-29.5633	7.72075	42.6383	2
-31.8275	8.4088	42.5418	2
-34.0918	9.09685	42.4454	2
-36.356	9.7849	42.3489	2
-38.6202	10.473	42.2525	2
-1	-4.8	41.123	2
-2.03151	-3.47593	39.452	2
-3.06301	-2.15185	37.781	2
-4.09452	-0.827775	36.11	2
-5.12603	0.4963	34.439	2
-6.15753	1.82037	32.768	2
-7.18904	3.14445	31.097	2
-8.22055	4.46852	29.426	2
-9.25205	5.7926	27.755	2
-10.2836	7.11667	26.084	2
-11.3151	8.44075	24.413	2
-12.3466	9.76482	22.742	2
-13.3781	11.0889	21.071	2
-14.4096	12.413	19.4	2
-15.4411	13.737	17.729	2
-16.4726	15.0611	16.058	2
-17.5041	16.3852	14.387	2
-18.5356	17.7093	12.716	2
-19.5671	19.0333	11.045	2
-20.5986	20.3574	9.37402	2
1.8	3.2	42.517	2
3.06612	5.20108	42.5623	2
4.33224	7.20216	42.6076	2
5.59835	9.20323	42.6529	2
6.86447	11.2043	42.6982	2
8.13059	13.2054	42.7435	2
9.39671	15.2065	42.7888	2
10.6628	17.2075	42.8341	2
11.9289	19.2086	42.8794	2
13.1951	21.2097	42.9247	2
14.4612	23.2108	42.97	2
15.7273	25.2119	43.0153	2
16.9934	27.2129	43.0606	2
18.2595	29.214	43.106	2
19.5256	31.2151	43.1513	2
20.7918	33.2162	43.1966	2
22.0579	35.2172	43.2419	2
23.324	37.2183	43.2872	2
24.5901	39.2194	43.3325	2
25.8562	41.2205	43.3778	2
-0.2	3.8	42.8655	2
0.652222	3.95932	40.6615	2
1.50444	4.11864	38.4574	2
2.35667	4.27796	36.2534	2
3.20889	4.43728	34.0494	2
4.06111	4.5966	31.8453	2
4.91333	4.75592	29.6413	2
5.76555	4.91524	27.4373	2
6.61777	5.07456	25.2333	2
7.47	5.23388	23.0292	2
8.32222	5.3932	20.8252	2
9.17444	5.55252	18.6212	2
10.0267	5.71184	16.4171	2
10.8789	5.87116	14.2131	2
11.7311	6.03048	12.0091	2
12.5833	6.18981	9.80503	2
13.4355	6.34913	7.601	2
14.2878	6.50845	5.39697	2
15.14	6.66777	3.19294	2
15.9922	6.82709	0.988908	2
-2.8	3.6	34.5015	2
-4.0862	2.26192	35.9728	2
-5.37241	0.923837	37.444	2
-6.65861	-0.414244	38.9153	2
-7.94481	-1.75233	40.3866	2
-9.23102	-3.09041	41.8579	2
-10.5172	-4.42849	43.3291	2
-11.8034	-5.76657	44.8004	2
-13.0896	-7.10465	46.2717	2
-14.3758	-8.44273	47.7429	2
-15.662	-9.78081	49.2142	2
-16.9482	-11.1189	50.6855	2
-18.2344	-12.457	52.1567	2
-19.5206	-13.7951	53.628	2
-20.8068	-15.1331	55.0993	2
-22.0931	-16.4712	56.5706	2
-23.3793	-17.8093	58.0418	2
-24.6655	-19.1474	59.5131	2
-25.9517	-20.4855	60.9844	2
-27.2379	-21.8235	62.4556	2
4.6	0.2	43.911	-2
4.61162	0.161061	46.2791	-2
4.62325	0.122121	48.6471	-2
4.63487	0.0831819	51.0152	-2
4.64649	0.0442425	53.3833	-2
4.65811	0.00530316	55.7514	-2
4.66974	-0.0336362	58.1194	-2
4.68136	-0.0725756	60.4875	-2
4.69298	-0.111515	62.8556	-2
4.70461	-0.150454	65.2237	-2
4.71623	-0.189394	67.5917	-2
4.72785	-0.228333	69.9598	-2
4.73948	-0.267272	72.3279	-2
4.7511	-0.306212	74.6959	-2
4.76272	-0.345151	77.064	-2
4.77434	-0.384091	79.4321	-2
4.78597	-0.42303	81.8002	-2
4.79759	-0.461969	84.1682	-2
4.80921	-0.500909	86.5363	-2
4.82084	-0.539848	88.9044	-2
-3.4	0.6	37.638	2
-4.42975	2.09713	39.1571	2
-5.45951	3.59426	40.6762	2
-6.48926	5.09139	42.1953	2
-7.51901	6.58852	43.7144	2
-8.54877	8.08565	45.2334	2
-9.57852	9.58278	46.7525	2
-10.6083	11.0799	48.2716	2
-11.638	12.577	49.7907	2
-12.6678	14.0742	51.3098	2
-13.6975	15.5713	52.8289	2
-14.7273	17.0684	54.348	2
-15.757	18.5656	55.8671	2
-16.7868	20.0627	57.3861	2
-17.8165	21.5598	58.9052	2
-18.8463	23.057	60.4243	2
-19.8761	24.5541	61.9434	2
-20.9058	26.0512	63.4625	2
-21.9356	27.5483	64.9816	2
-22.9653	29.0455	66.5007	2
3	3.2	37.4638	2
2.30606	2.22511	39.5076	2
1.61212	1.25023	41.5515	2
0.918184	0.27534	43.5954	2
0.224245	-0.699547	45.6393	2
-0.469694	-1.67443	47.6832	2
-1.16363	-2.64932	49.7271	2
-1.85757	-3.62421	51.7709	2
-2.55151	-4.59909	53.8148	2
-3.24545	-5.57398	55.8587	2
-3.93939	-6.54887	57.9026	2
-4.63333	-7.52375	59.9465	2
-5.32726	-8.49864	61.9904	2
-6.0212	-9.47353	64.0342	2
-6.71514	-10.4484	66.0781	2
-7.40908	-11.4233	68.122	2
-8.10302	-12.3982	70.1659	2
-8.79696	-13.3731	72.2098	2
-9.4909	-14.348	74.2537	2
-10.1848	-15.3228	76.2976	2
3.8	-2.2	44.9565	-2
3.25174	-2.11356	47.259	-2
2.70349	-2.02712	49.5614	-2
2.15523	-1.94068	51.8639	-2
1.60698	-1.85424	54.1664	-2
1.05872	-1.7678	56.4688	-2
0.510469	-1.68136	58.7713	-2
-0.0377861	-1.59492	61.0738	-2
-0.586041	-1.50848	63.3763	-2
-1.1343	-1.42204	65.6787	-2
-1.68255	-1.3356	67.9812	-2
-2.23081	-1.24916	70.2837	-2
-2.77906	-1.16272	72.5861	-2
-3.32732	-1.07628	74.8886	-2
-3.87557	-0.989837	77.1911	-2
-4.42383	-0.903397	79.4935	-2
-4.97208	-0.816957	81.796	-2
-5.52034	-0.730516	84.0985	-2
-6.06859	-0.644076	86.4009	-2
-6.61685	-0.557636	88.7034	-2
-3	-1.2	46.3505	2
-2.53804	1.12054	46.456	2
-2.07609	3.44108	46.5614	2
-1.61413	5.76161	46.6669	2
-1.15218	8.08215	46.7723	2
-0.690222	10.4027	46.8778	2
-0.228266	12.7232	46.9832	2
0.23369	15.0438	47.0887	2
0.695645	17.3643	47.1941	2
1.1576	19.6848	47.2996	2
1.61956	22.0054	47.405	2
2.08151	24.3259	47.5105	2
2.54347	26.6465	47.616	2
3.00542	28.967	47.7214	2
3.46738	31.2875	47.8269	2
3.92934	33.6081	47.9323	2
4.39129	35.9286	48.0378	2
4.85325	38.2491	48.1432	2
5.3152	40.5697	48.2487	2
5.77716	42.8902	48.3541	2
3	-1.2	47.9188	-2
2.65534	-1.39399	50.2539	-2
2.31067	-1.58798	52.5891	-2
1.96601	-1.78197	54.9242	-2
1.62135	-1.97596	57.2594	-2
1.27668	-2.16995	59.5946	-2
0.93202	-2.36394	61.9297	-2
0.587356	-2.55793	64.2649	-2
0.242693	-2.75192	66.6001	-2
-0.10197	-2.94591	68.9352	-2
-0.446634	-3.1399	71.2704	-2
-0.791297	-3.33389	73.6056	-2
-1.13596	-3.52788	75.9407	-2
-1.48062	-3.72187	78.2759	-2
-1.82529	-3.91586	80.6111	-2
-2.16995	-4.10985	82.9462	-2
-2.51461	-4.30384	85.2814	-2
-2.85928	-4.49783	87.6165	-2
-3.20394	-4.69182	89.9517	-2
-3.5486	-4.88581	92.2869	-2
2.8	2	33.456	-2
3.12343	2.09347	35.8004	-2
3.44685	2.18694	38.1447	-2
3.77028	2.28042	40.4891	-2
4.09371	2.37389	42.8335	-2
4.41713	2.46736	45.1779	-2
4.74056	2.56083	47.5222	-2
5.06399	2.6543	49.8666	-2
5.38741	2.74778	52.211	-2
5.71084	2.84125	54.5553	-2
6.03427	2.93472	56.8997	-2
6.35769	3.02819	59.2441	-2
6.68112	3.12167	61.5885	-2
7.00455	3.21514	63.9328	-2
7.32797	3.30861	66.2772	-2
