# X(mm) 	 Y(mm) 	 Z(mm) 	 color
-19.2436	-27.3306	50.6854	2
-20.4998	-28.8993	51.9385	2
-21.7561	-30.468	53.1917	2
-23.0123	-32.0367	54.4449	2
-24.2686	-33.6054	55.6981	2
-1.2	-3.6	40.2518	-2
-0.528188	-3.63674	42.5226	-2
0.143625	-3.67348	44.7934	-2
0.815437	-3.71022	47.0643	-2
1.48725	-3.74696	49.3351	-2
2.15906	-3.7837	51.606	-2
2.83087	-3.82044	53.8768	-2
3.50269	-3.85718	56.1477	-2
4.1745	-3.89392	58.4185	-2
4.84631	-3.93066	60.6894	-2
5.51812	-3.96741	62.9602	-2
6.18994	-4.00415	65.231	-2
6.86175	-4.04089	67.5019	-2
7.53356	-4.07763	69.7727	-2
8.20537	-4.11437	72.0436	-2
8.87719	-4.15111	74.3144	-2
9.549	-4.18785	76.5853	-2
10.2208	-4.22459	78.8561	-2
10.8926	-4.26133	81.127	-2
11.5644	-4.29807	83.3978	-2
3.4	0.4	52.1008	2
3.4999	0.0519237	49.7602	2
3.5998	-0.296153	47.4196	2
3.69971	-0.644229	45.079	2
3.79961	-0.992305	42.7385	2
3.89951	-1.34038	40.3979	2
3.99941	-1.68846	38.0573	2
4.09932	-2.03653	35.7167	2
4.19922	-2.38461	33.3762	2
4.29912	-2.73269	31.0356	2
4.39902	-3.08076	28.695	2
4.49892	-3.42884	26.3544	2
4.59883	-3.77692	24.0139	2
4.69873	-4.12499	21.6733	2
4.79863	-4.47307	19.3327	2
4.89853	-4.82114	16.9922	2
4.99844	-5.16922	14.6516	2
5.09834	-5.5173	12.311	2
5.19824	-5.86537	9.97044	2
5.29814	-6.21345	7.62987	2
-4.6	4.4	46.8733	2
-3.78756	5.20816	44.8005	2
-2.97512	6.01632	42.7278	2
-2.16268	6.82448	40.655	2
-1.35024	7.63264	38.5823	2
-0.537801	8.4408	36.5096	2
0.274639	9.24896	34.4368	2
1.08708	10.0571	32.3641	2
1.89952	10.8653	30.2914	2
2.71196	11.6734	28.2186	2
3.5244	12.4816	26.1459	2
4.33684	13.2898	24.0731	2
5.14928	14.0979	22.0004	2
5.96172	14.9061	19.9277	2
6.77416	15.7142	17.8549	2
7.5866	16.5224	15.7822	2
8.39904	17.3306	13.7095	2
9.21148	18.1387	11.6367	2
10.0239	18.9469	9.56399	2
10.8364	19.755	7.49125	2
1.2	-0.4	47.9188	2
0.927756	-2.55787	46.9813	2
0.655512	-4.71574	46.0438	2
0.383268	-6.87361	45.1063	2
0.111024	-9.03149	44.1688	2
-0.16122	-11.1894	43.2313	2
-0.433464	-13.3472	42.2938	2
-0.705708	-15.5051	41.3563	2
-0.977952	-17.663	40.4188	2
-1.2502	-19.8208	39.4813	2
-1.52244	-21.9787	38.5438	2
-1.79468	-24.1366	37.6063	2
-2.06693	-26.2945	36.6688	2
-2.33917	-28.4523	35.7314	2
-2.61142	-30.6102	34.7939	2
-2.88366	-32.7681	33.8564	2
-3.1559	-34.9259	32.9189	2
-3.42815	-37.0838	31.9814	2
-3.70039	-39.2417	31.0439	2
-3.97264	-41.3996	30.1064	2
-4.2	3.4	44.7823	2
-5.20521	1.31722	44.2713	2
-6.21041	-0.765553	43.7604	2
-7.21562	-2.84833	43.2495	2
-8.22082	-4.93111	42.7386	2
-9.22603	-7.01388	42.2277	2
-10.2312	-9.09666	41.7168	2
-11.2364	-11.1794	41.2059	2
-12.2416	-13.2622	40.695	2
-13.2469	-15.345	40.1841	2
-14.2521	-17.4278	39.6732	2
-15.2573	-19.5105	39.1623	2
-16.2625	-21.5933	38.6514	2
-17.2677	-23.6761	38.1405	2
-18.2729	-25.7589	37.6296	2
-19.2781	-27.8416	37.1187	2
-20.2833	-29.9244	36.6078	2
-21.2885	-32.0072	36.0969	2
-22.2937	-34.09	35.586	2
-23.2989	-36.1728	35.0751	2
2.2	-4.2	42.3428	2
3.43407	-2.4201	41.3844	2
4.66814	-0.640199	40.426	2
5.90221	1.1397	39.4677	2
7.13628	2.9196	38.5093	2
8.37035	4.6995	37.551	2
9.60442	6.4794	36.5926	2
10.8385	8.2593	35.6343	2
12.0726	10.0392	34.6759	2
13.3066	11.8191	33.7176	2
14.5407	13.599	32.7592	2
15.7748	15.3789	31.8008	2
17.0088	17.1588	30.8425	2
18.2429	18.9387	29.8841	2
19.477	20.7186	28.9258	2
20.711	22.4985	27.9674	2
21.9451	24.2784	27.0091	2
23.1792	26.0583	26.0507	2
24.4133	27.8382	25.0924	2
25.6473	29.6181	24.134	2
2	4.8	33.9788	2
2.93145	6.97756	33.9855	2
3.86291	9.15512	33.9923	2
4.79436	11.3327	33.9991	2
5.72582	13.5102	34.0059	2
6.65727	15.6878	34.0126	2
7.58872	17.8654	34.0194	2
8.52018	20.0429	34.0262	2
9.45163	22.2205	34.033	2
10.3831	24.398	34.0398	2
11.3145	26.5756	34.0465	2
12.246	28.7532	34.0533	2
13.1774	30.9307	34.0601	2
14.1089	33.1083	34.0669	2
15.0404	35.2858	34.0737	2
15.9718	37.4634	34.0804	2
16.9033	39.641	34.0872	2
17.8347	41.8185	34.094	2
18.7662	43.9961	34.1008	2
19.6976	46.1736	34.1076	2
4.4	-1.8	33.2818	2
3.95648	0.301743	34.2794	2
3.51296	2.40349	35.2771	2
3.06945	4.50523	36.2748	2
2.62593	6.60697	37.2725	2
2.18241	8.70871	38.2702	2
1.73889	10.8105	39.2679	2
1.29537	12.9122	40.2656	2
0.851854	15.0139	41.2633	2
0.408335	17.1157	42.261	2
-0.0351831	19.2174	43.2587	2
-0.478701	21.3192	44.2564	2
-0.92222	23.4209	45.254	2
-1.36574	25.5227	46.2517	2
-1.80926	27.6244	47.2494	2
-2.25277	29.7261	48.2471	2
-2.69629	31.8279	49.2448	2
-3.13981	33.9296	50.2425	2
-3.58333	36.0314	51.2402	2
-4.02685	38.1331	52.2379	2
3.8	4.8	40.0775	2
2.25885	5.45686	38.4033	2
0.717696	6.11372	36.7292	2
-0.823456	6.77057	35.055	2
-2.36461	7.42743	33.3809	2
-3.90576	8.08429	31.7067	2
-5.44691	8.74115	30.0325	2
-6.98806	9.398	28.3584	2
-8.52922	10.0549	26.6842	2
-10.0704	10.7117	25.0101	2
-11.6115	11.3686	23.3359	2
-13.1527	12.0254	21.6618	2
-14.6938	12.6823	19.9876	2
-16.235	13.3392	18.3134	2
-17.7761	13.996	16.6393	2
-19.3173	14.6529	14.9651	2
-20.8584	15.3097	13.291	2
-22.3996	15.9666	11.6168	2
-23.9407	16.6234	9.94265	2
-25.4819	17.2803	8.26849	2
-2.8	-3	52.275	2
-4.09	-4.93907	52.7055	2
-5.38	-6.87814	53.136	2
-6.67	-8.81721	53.5665	2
-7.96001	-10.7563	53.997	2
-9.25001	-12.6953	54.4275	2
-10.54	-14.6344	54.858	2
-11.83	-16.5735	55.2885	2
-13.12	-18.5126	55.719	2
-14.41	-20.4516	56.1494	2
-15.7	-22.3907	56.5799	2
-16.99	-24.3298	57.0104	2
-18.28	-26.2688	57.4409	2
-19.57	-28.2079	57.8714	2
-20.86	-30.147	58.3019	2
-22.15	-32.086	58.7324	2
-23.44	-34.0251	59.1629	2
-24.73	-35.9642	59.5934	2
-26.02	-37.9032	60.0239	2
-27.31	-39.8423	60.4544	2
-1.8	-1.8	47.2218	2
-3.17908	-2.41428	49.0466	2
-4.55815	-3.02856	50.8715	2
-5.93723	-3.64283	52.6964	2
-7.3163	-4.25711	54.5213	2
-8.69538	-4.87139	56.3462	2
-10.0745	-5.48567	58.1711	2
-11.4535	-6.09995	59.996	2
-12.8326	-6.71423	61.8209	2
-14.2117	-7.3285	63.6458	2
-15.5908	-7.94278	65.4707	2
-16.9698	-8.55706	67.2956	2
-18.3489	-9.17134	69.1205	2
-19.728	-9.78562	70.9453	2
-21.1071	-10.3999	72.7702	2
-22.4861	-11.0142	74.5951	2
-23.8652	-11.6285	76.42	2
-25.2443	-12.2427	78.2449	2
-26.6234	-12.857	80.0698	2
-28.0024	-13.4713	81.8947	2
-3.8	0.2	52.7978	2
-3.5943	-0.504795	50.546	2
-3.3886	-1.20959	48.2943	2
-3.1829	-1.91439	46.0425	2
-2.97719	-2.61918	43.7908	2
-2.77149	-3.32398	41.539	2
-2.56579	-4.02877	39.2873	2
-2.36009	-4.73357	37.0355	2
-2.15439	-5.43836	34.7838	2
-1.94869	-6.14316	32.532	2
-1.74298	-6.84795	30.2803	2
-1.53728	-7.55275	28.0285	2
-1.33158	-8.25754	25.7768	2
-1.12588	-8.96234	23.525	2
-0.920178	-9.66713	21.2733	2
-0.714476	-10.3719	19.0215	2
-0.508775	-11.0767	16.7698	2
-0.303073	-11.7815	14.518	2
-0.0973715	-12.4863	12.2663	2
0.10833	-13.1911	10.0145	2
-5	1.2	42.6913	2
-7.04294	0.350571	41.8461	2
-9.08589	-0.498858	41.001	2
-11.1288	-1.34829	40.1558	2
-13.1718	-2.19772	39.3107	2
-15.2147	-3.04715	38.4655	2
-17.2577	-3.89658	37.6204	2
-19.3006	-4.746	36.7752	2
-21.3435	-5.59543	35.9301	2
-23.3865	-6.44486	35.0849	2
-25.4294	-7.29429	34.2398	2
-27.4724	-8.14372	33.3946	2
-29.5153	-8.99315	32.5495	2
-31.5583	-9.84258	31.7043	2
-33.6012	-10.692	30.8592	2
-35.6441	-11.5414	30.014	2
-37.6871	-12.3909	29.1689	2
-39.73	-13.2403	28.3238	2
-41.773	-14.0897	27.4786	2
-43.8159	-14.9392	26.6335	2
-0.6	-0.6	39.032	2
0.409747	0.543068	40.844	2
1.41949	1.68614	42.6559	2
2.42924	2.8292	44.4679	2
3.43899	3.97227	46.2799	2
4.44873	5.11534	48.0918	2
5.45848	6.25841	49.9038	2
6.46823	7.40148	51.7158	2
7.47797	8.54455	53.5277	2
8.48772	9.68761	55.3397	2
9.49747	10.8307	57.1517	2
10.5072	11.9738	58.9636	2
11.517	13.1168	60.7756	2
12.5267	14.2599	62.5876	2
13.5365	15.403	64.3995	2
14.5462	16.546	66.2115	2
15.5559	17.6891	68.0235	2
16.5657	18.8322	69.8354	2
17.5754	19.9752	71.6474	2
18.5852	21.1183	73.4594	2
-4.2	1.2	41.82	2
-4.90347	3.12938	40.6401	2
-5.60694	5.05875	39.4603	2
-6.31041	6.98813	38.2804	2
-7.01389	8.91751	37.1006	2
-7.71736	10.8469	35.9207	2
-8.42083	12.7763	34.7409	2
-9.1243	14.7056	33.561	2
-9.82777	16.635	32.3812	2
-10.5312	18.5644	31.2013	2
-11.2347	20.4938	30.0215	2
-11.9382	22.4231	28.8416	2
-12.6417	24.3525	27.6618	2
-13.3451	26.2819	26.4819	2
-14.0486	28.2113	25.3021	2
-14.7521	30.1407	24.1222	2
-15.4555	32.07	22.9424	2
-16.159	33.9994	21.7625	2
-16.8625	35.9288	20.5827	2
-17.566	37.8582	19.4028	2
-0.6	-0.6	50.0098	2
-0.666552	-0.588634	47.6423	2
-0.733105	-0.577268	45.2748	2
-0.799657	-0.565902	42.9074	2
-0.866209	-0.554537	40.5399	2
-0.932762	-0.543171	38.1725	2
-0.999314	-0.531805	35.805	2
-1.06587	-0.520439	33.4375	2
-1.13242	-0.509073	31.0701	2
-1.19897	-0.497707	28.7026	2
-1.26552	-0.486341	26.3352	2
-1.33208	-0.474975	23.9677	2
-1.39863	-0.46361	21.6002	2
-1.46518	-0.452244	19.2328	2
-1.53173	-0.440878	16.8653	2
-1.59829	-0.429512	14.4979	2
-1.66484	-0.418146	12.1304	2
-1.73139	-0.40678	9.76296	2
-1.79794	-0.395414	7.3955	2
-1.8645	-0.384049	5.02804	2
1.2	2.2	45.1308	2
0.688278	3.64652	46.9349	2
0.176557	5.09305	48.7391	2
-0.335165	6.53957	50.5433	2
-0.846886	7.98609	52.3475	2
-1.35861	9.43261	54.1517	2
-1.87033	10.8791	55.9559	2
-2.38205	12.3257	57.7601	2
-2.89377	13.7722	59.5643	2
-3.40549	15.2187	61.3685	2
-3.91722	16.6652	63.1727	2
-4.42894	18.1118	64.9769	2
-4.94066	19.5583	66.7811	2
-5.45238	21.0048	68.5853	2
-5.9641	22.4513	70.3895	2
-6.47582	23.8978	72.1937	2
-6.98754	25.3444	73.9979	2
-7.49927	26.7909	75.8021	2
-8.01099	28.2374	77.6063	2
-8.52271	29.6839	79.4105	2
1.6	-3	46.5248	2
1.14273	-1.64107	44.6396	2
0.68547	-0.282147	42.7545	2
0.228205	1.07678	40.8694	2
-0.22906	2.43571	38.9843	2
-0.686326	3.79463	37.0992	2
-1.14359	5.15356	35.2141	2
-1.60086	6.51248	33.329	2
-2.05812	7.87141	31.4439	2
-2.51539	9.23034	29.5587	2
-2.97265	10.5893	27.6736	2
-3.42992	11.9482	25.7885	2
-3.88718	13.3071	23.9034	2
-4.34445	14.666	22.0183	2
-4.80171	16.025	20.1332	2
-5.25898	17.3839	18.2481	2
-5.71624	18.7428	16.363	2
-6.17351	20.1017	14.4779	2
-6.63077	21.4607	12.5927	2
-7.08804	22.8196	10.7076	2
-2.8	2.2	49.1385	-2
-2.9823	1.59592	51.4213	-2
-3.1646	0.991846	53.7041	-2
-3.3469	0.387769	55.987	-2
-3.5292	-0.216308	58.2698	-2
-3.71149	-0.820385	60.5526	-2
-3.89379	-1.42446	62.8354	-2
-4.07609	-2.02854	65.1183	-2
-4.25839	-2.63262	67.4011	-2
-4.44069	-3.23669	69.6839	-2
-4.62299	-3.84077	71.9667	-2
-4.80529	-4.44485	74.2495	-2
-4.98759	-5.04892	76.5324	-2
-5.16989	-5.653	78.8152	-2
-5.35219	-6.25708	81.098	-2
-5.53448	-6.86115	83.3808	-2
-5.71678	-7.46523	85.6637	-2
-5.89908	-8.06931	87.9465	-2
-6.08138	-8.67338	90.2293	-2
-6.26368	-9.27746	92.5121	-2
-2.6	-0.2	37.8123	-2
-2.35223	-0.104498	40.1657	-2
-2.10447	-0.00899553	42.5192	-2
-1.8567	0.0865067	44.8727	-2
-1.60894	0.182009	47.2262	-2
-1.36117	0.277511	49.5797	-2
-1.1134	0.373013	51.9332	-2
-0.865638	0.468516	54.2867	-2
-0.617872	0.564018	56.6402	-2
-0.370106	0.65952	58.9936	-2
-0.12234	0.755022	61.3471	-2
0.125426	0.850525	63.7006	-2
0.373193	0.946027	66.0541	-2
0.620959	1.04153	68.4076	-2
0.868725	1.13703	70.7611	-2
1.11649	1.23253	73.1146	-2
1.36426	1.32804	75.4681	-2
1.61202	1.42354	77.8216	-2
1.85979	1.51904	80.175	-2
2.10755	1.61454	82.5285	-2
-4	-5	31.0165	2
-4.32388	-6.2121	33.0253	2
-4.64775	-7.42419	35.0341	2
-4.97163	-8.63629	37.043	2
-5.29551	-9.84838	39.0518	2
-5.61938	-11.0605	41.0606	2
-5.94326	-12.2726	43.0694	2
-6.26713	-13.4847	45.0782	2
-6.59101	-14.6968	47.087	2
-6.91489	-15.9089	49.0959	2
-7.23876	-17.121	51.1047	2
-7.56264	-18.3331	53.1135	2
-7.88652	-19.5452	55.1223	2
-8.21039	-20.7572	57.1311	2
-8.53427	-21.9693	59.1399	2
-8.85814	-23.1814	61.1488	2
-9.18202	-24.3935	63.1576	2
-9.5059	-25.6056	65.1664	2
-9.82977	-26.8177	67.1752	2
-10.1537	-28.0298	69.184	2
4.8	-2.6	52.7978	2
5.25527	-4.89429	53.1697	2
5.71055	-7.18858	53.5417	2
6.16582	-9.48288	53.9137	2
6.6211	-11.7772	54.2857	2
7.07637	-14.0715	54.6576	2
7.53164	-16.3658	55.0296	2
7.98692	-18.66	55.4016	2
8.44219	-20.9543	55.7736	2
8.89747	-23.2486	56.1455	2
9.35274	-25.5429	56.5175	2
9.80801	-27.8372	56.8895	2
10.2633	-30.1315	57.2615	2
10.7186	-32.4258	57.6334	2
11.1738	-34.7201	58.0054	2
11.6291	-37.0144	58.3774	2
12.0844	-39.3087	58.7494	2
12.5397	-41.603	59.1213	2
12.9949	-43.8973	59.4933	2
13.4502	-46.1916	59.8653	2
1.6	-4.4	42.6913	-2
1.44938	-4.27655	45.0517	-2
1.29876	-4.15311	47.4121	-2
1.14814	-4.02966	49.7725	-2
0.997516	-3.90622	52.1329	-2
0.846895	-3.78277	54.4933	-2
0.696274	-3.65932	56.8537	-2
0.545653	-3.53588	59.2141	-2
0.395032	-3.41243	61.5745	-2
0.244411	-3.28899	63.9349	-2
0.09379	-3.16554	66.2953	-2
-0.056831	-3.04209	68.6557	-2
-0.207452	-2.91865	71.0161	-2
-0.358073	-2.7952	73.3765	-2
-0.508694	-2.67176	75.7369	-2
-0.659315	-2.54831	78.0973	-2
-0.809936	-2.42486	80.4577	-2
-0.960557	-2.30142	82.8181	-2
-1.11118	-2.17797	85.1785	-2
-1.2618	-2.05453	87.5389	-2
4.8	-1.2	42.6913	2
3.7329	-1.00217	40.5861	2
2.66581	-0.804333	38.481	2
1.59871	-0.6065	36.3758	2
0.531619	-0.408666	34.2707	2
-0.535476	-0.210833	32.1656	2
-1.60257	-0.0129992	30.0604	2
-2.66967	0.184834	27.9553	2
-3.73676	0.382668	25.8502	2
-4.80386	0.580501	23.745	2
-5.87095	0.778335	21.6399	2
-6.93805	0.976168	19.5348	2
-8.00514	1.174	17.4296	2
-9.07224	1.37184	15.3245	2
-10.1393	1.56967	13.2194	2
-11.2064	1.7675	11.1142	2
-12.2735	1.96534	9.00911	2
-13.3406	2.16317	6.90398	2
-14.4077	2.361	4.79884	2
-15.4748	2.55884	2.69371	2
-4.4	4	49.3128	2
-2.41769	2.79878	48.826	2
-0.435386	1.59756	48.3392	2
1.54692	0.396336	47.8524	2
3.52923	-0.804886	47.3657	2
5.51154	-2.00611	46.8789	2
7.49384	-3.20733	46.3921	2
9.47615	-4.40855	45.9054	2
11.4585	-5.60977	45.4186	2
13.4408	-6.81099	44.9318	2
15.4231	-8.01221	44.4451	2
17.4054	-9.21344	43.9583	2
19.3877	-10.4147	43.4715	2
21.37	-11.6159	42.9848	2
23.3523	-12.8171	42.498	2
25.3346	-14.0183	42.0112	2
27.3169	-15.2195	41.5245	2
29.2992	-16.4208	41.0377	2
31.2815	-17.622	40.5509	2
33.2638	-18.8232	40.0642	2
-2.6	2.8	37.1153	2
-0.421701	3.06543	36.2242	2
1.7566	3.33086	35.3331	2
3.9349	3.59629	34.4421	2
6.1132	3.86173	33.551	2
8.29149	4.12716	32.66	2
10.4698	4.39259	31.7689	2
12.6481	4.65802	30.8779	2
14.8264	4.92345	29.9868	2
17.0047	5.18888	29.0958	2
19.183	5.45431	28.2047	2
21.3613	5.71975	27.3136	2
23.5396	5.98518	26.4226	2
25.7179	6.25061	25.5315	2
27.8962	6.51604	24.6405	2
30.0745	6.78147	23.7494	2
32.2528	7.0469	22.8584	2
34.4311	7.31234	21.9673	2
36.6094	7.57777	21.0763	2
38.7877	7.8432	20.1852	2
-1.2	-3.2	50.881	2
0.377103	-3.56074	52.6107	2
1.95421	-3.92148	54.3405	2
3.53131	-4.28222	56.0702	2
5.10841	-4.64296	57.8	2
6.68552	-5.0037	59.5297	2
8.26262	-5.36444	61.2595	2
9.83972	-5.72518	62.9892	2
11.4168	-6.08592	64.719	2
12.9939	-6.44666	66.4487	2
14.571	-6.8074	68.1785	2
16.1481	-7.16814	69.9082	2
17.7252	-7.52888	71.638	2
19.3023	-7.88961	73.3677	2
20.8794	-8.25035	75.0975	2
22.4565	-8.61109	76.8272	2
24.0337	-8.97183	78.557	2
25.6108	-9.33257	80.2867	2
27.1879	-9.69331	82.0165	2
28.765	-10.0541	83.7462	2
0.2	2.4	42.1685	2
-0.165135	4.12809	40.5906	2
-0.530271	5.85618	39.0127	2
-0.895406	7.58427	37.4348	2
-1.26054	9.31235	35.8569	2
-1.62568	11.0404	34.2789	2
-1.99081	12.7685	32.701	2
-2.35595	14.4966	31.1231	2
-2.72108	16.2247	29.5452	2
-3.08622	17.9528	27.9673	2
-3.45135	19.6809	26.3894	2
-3.81649	21.409	24.8115	2
-4.18162	23.1371	23.2336	2
-4.54676	24.8652	21.6557	2
-4.91189	26.5932	20.0777	2
-5.27703	28.3213	18.4998	2
-5.64217	30.0494	16.9219	2
-6.0073	31.7775	15.344	2
-6.37244	33.5056	13.7661	2
-6.73757	35.2337	12.1882	2
-2.4	1.6	45.4793	-2
-1.41096	1.486	47.6283	-2
-0.421919	1.372	49.7773	-2
0.567122	1.258	51.9263	-2
1.55616	1.144	54.0753	-2
2.5452	1.03	56.2243	-2
3.53424	0.916006	58.3733	-2
4.52329	0.802007	60.5223	-2
5.51233	0.688008	62.6713	-2
6.50137	0.574009	64.8203	-2
7.49041	0.46001	66.9693	-2
8.47945	0.346011	69.1183	-2
9.46849	0.232011	71.2673	-2
10.4575	0.118012	73.4163	-2
11.4466	0.00401337	75.5653	-2
12.4356	-0.109986	77.7143	-2
13.4247	-0.223985	79.8633	-2
14.4137	-0.337984	82.0123	-2
15.4027	-0.451983	84.1613	-2
16.3918	-0.565982	86.3103	-2
-4.8	-4.4	32.062	2
-4.47601	-3.89316	29.7712	2
-4.15201	-3.38632	27.4805	2
-3.82802	-2.87947	25.1897	2
-3.50402	-2.37263	22.899	2
-3.18003	-1.86579	20.6082	2
-2.85603	-1.35895	18.3175	2
-2.53204	-0.852105	16.0267	2
-2.20805	-0.345263	13.736	2
-1.88405	0.161579	11.4452	2
-1.56006	0.668421	9.15445	2
-1.23606	1.17526	6.8637	2
-0.91207	1.68211	4.57294	2
-0.588075	2.18895	2.28219	2
-0.264081	2.69579	-0.0085658	2
0.059913	3.20263	-2.29932	2
0.383907	3.70947	-4.59008	2
0.707901	4.21632	-6.88083	2
1.0319	4.72316	-9.17158	2
1.35589	5.23	-11.4623	2
-4.2	2.8	33.456	2
-3.62518	1.29367	35.1909	2
-3.05036	-0.212658	36.9259	2
-2.47554	-1.71899	38.6608	2
-1.90072	-3.22532	40.3957	2
-1.3259	-4.73164	42.1306	2
-0.751086	-6.23797	43.8656	2
-0.176267	-7.7443	45.6005	2
0.398552	-9.25063	47.3354	2
0.973371	-10.757	49.0704	2
1.54819	-12.2633	50.8053	2
2.12301	-13.7696	52.5402	2
2.69783	-15.2759	54.2751	2
3.27265	-16.7823	56.0101	2
3.84747	-18.2886	57.745	2
4.42229	-19.7949	59.4799	2
4.9971	-21.3013	61.2148	2
5.57192	-22.8076	62.9498	2
6.14674	-24.3139	64.6847	2
6.72156	-25.8202	66.4196	2
4.6	2.2	33.9788	2
6.9675	2.13414	33.9772	2
9.33501	2.06827	33.9757	2
11.7025	2.00241	33.9741	2
14.07	1.93655	33.9726	2
16.4375	1.87068	33.971	2
18.805	1.80482	33.9695	2
21.1725	1.73896	33.9679	2
23.54	1.67309	33.9664	2
25.9075	1.60723	33.9648	2
28.275	1.54136	33.9633	2
30.6426	1.4755	33.9617	2
33.0101	1.40964	33.9602	2
35.3776	1.34377	33.9586	2
37.7451	1.27791	33.9571	2
40.1126	1.21205	33.9555	2
42.4801	1.14618	33.954	2
44.8476	1.08032	33.9524	2
47.2151	1.01446	33.9509	2
49.5826	0.948592	33.9493	2
-4.8	-0.4	49.6613	2
-6.10886	-0.914805	51.5668	2
-7.41773	-1.42961	53.4724	2
-8.72659	-1.94441	55.378	2
-10.0355	-2.45922	57.2836	2
-11.3443	-2.97402	59.1892	2
-12.6532	-3.48883	61.0948	2
-13.9621	-4.00363	63.0004	2
-15.2709	-4.51844	64.906	2
-16.5798	-5.03324	66.8115	2
-17.8886	-5.54805	68.7171	2
-19.1975	-6.06285	70.6227	2
-20.5064	-6.57766	72.5283	2
-21.8152	-7.09246	74.4339	2
-23.1241	-7.60727	76.3395	2
-24.433	-8.12207	78.2451	2
-25.7418	-8.63688	80.1507	2
-27.0507	-9.15168	82.0563	2
-28.3596	-9.66649	83.9618	2
-29.6684	-10.1813	85.8674	2
4.8	3.2	54.0175	2
3.35872	1.35691	54.3852	2
1.91745	-0.486173	54.7528	2
0.476173	-2.32926	55.1205	2
-0.965103	-4.17235	55.4882	2
-2.40638	-6.01543	55.8558	2
-3.84765	-7.85852	56.2235	2
-5.28893	-9.7016	56.5911	2
-6.73021	-11.5447	56.9588	2
-8.17148	-13.3878	57.3265	2
-9.61276	-15.2309	57.6941	2
-11.054	-17.0739	58.0618	2
-12.4953	-18.917	58.4295	2
-13.9366	-20.7601	58.7971	2
-15.3779	-22.6032	59.1648	2
-16.8191	-24.4463	59.5324	2
-18.2604	-26.2894	59.9001	2
-19.7017	-28.1325	60.2678	2
-21.143	-29.9756	60.6354	2
-22.5842	-31.8186	61.0031	2
2.4	1.8	34.153	2
1.11198	0.00617423	33.2971	2
-0.176042	-1.78765	32.4411	2
-1.46406	-3.58148	31.5852	2
-2.75208	-5.3753	30.7293	2
-4.0401	-7.16913	29.8734	2
-5.32813	-8.96295	29.0174	2
-6.61615	-10.7568	28.1615	2
-7.90417	-12.5506	27.3056	2
-9.19219	-14.3444	26.4497	2
-10.4802	-16.1383	25.5937	2
-11.7682	-17.9321	24.7378	2
-13.0563	-19.7259	23.8819	2
-14.3443	-21.5197	23.026	2
-15.6323	-23.3136	22.17	2
-16.9203	-25.1074	21.3141	2
-18.2083	-26.9012	20.4582	2
-19.4964	-28.695	19.6023	2
-20.7844	-30.4889	18.7463	2
-22.0724	-32.2827	17.8904	2
0	-4.6	53.3205	2
2.11137	-3.58395	52.9753	2
4.22274	-2.56789	52.6301	2
6.33411	-1.55184	52.2848	2
8.44548	-0.535786	51.9396	2
10.5568	0.480268	51.5944	2
12.6682	1.49632	51.2492	2
14.7796	2.51237	50.904	2
16.891	3.52843	50.5588	2
19.0023	4.54448	50.2135	2
21.1137	5.56054	49.8683	2
23.2251	6.57659	49.5231	2
25.3364	7.59264	49.1779	2
27.4478	8.6087	48.8327	2
29.5592	9.62475	48.4875	2
31.6705	10.6408	48.1422	2
33.7819	11.6569	47.797	2
35.8933	12.6729	47.4518	2
38.0046	13.689	47.1066	2
40.116	14.705	46.7614	2
1.4	0.2	37.9865	2
3.21629	1.71874	37.9238	2
5.03258	3.23749	37.8611	2
6.84887	4.75623	37.7984	2
8.66516	6.27498	37.7358	2
10.4814	7.79372	37.6731	2
12.2977	9.31246	37.6104	2
14.114	10.8312	37.5477	2
15.9303	12.35	37.485	2
17.7466	13.8687	37.4223	2
19.5629	15.3874	37.3596	2
21.3792	16.9062	37.297	2
23.1955	18.4249	37.2343	2
25.0118	19.9437	37.1716	2
26.828	21.4624	37.1089	2
28.6443	22.9812	37.0462	2
30.4606	24.4999	36.9835	2
32.2769	26.0186	36.9209	2
34.0932	27.5374	36.8582	2
35.9095	29.0561	36.7955	2
-1.4	1.4	34.153	2
-1.43457	1.26713	31.7886	2
-1.46914	1.13426	29.4241	2
-1.50371	1.0014	27.0597	2
-1.53828	0.86853	24.6952	2
-1.57285	0.735662	22.3308	2
-1.60743	0.602794	19.9664	2
-1.642	0.469927	17.6019	2
-1.67657	0.337059	15.2375	2
-1.71114	0.204192	12.8731	2
-1.74571	0.0713241	10.5086	2
-1.78028	-0.0615435	8.14418	2
-1.81485	-0.194411	5.77974	2
-1.84942	-0.327279	3.4153	2
-1.88399	-0.460146	1.05086	2
-1.91856	-0.593014	-1.31358	2
-1.95314	-0.725881	-3.67802	2
-1.98771	-0.858749	-6.04245	2
-2.02228	-0.991617	-8.40689	2
-2.05685	-1.12448	-10.7713	2
-1	4.8	52.4493	2
0.135688	5.30996	50.4344	2
1.27138	5.81992	48.4196	2
2.40706	6.32987	46.4047	2
3.54275	6.83983	44.3899	2
4.67844	7.34979	42.3751	2
5.81413	7.85975	40.3602	2
6.94981	8.36971	38.3454	2
8.0855	8.87966	36.3305	2
9.22119	9.38962	34.3157	2
10.3569	9.89958	32.3009	2
11.4926	10.4095	30.286	2
12.6283	10.9195	28.2712	2
13.7639	11.4295	26.2563	2
14.8996	11.9394	24.2415	2
